name,smiles,MW,LogP,TPSA,HBD,HBA,RotB,Lipinski_violations,max_tc,best_match,best_target
T73593,O=C(NC(=S)Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccc2ccccc2c1,423.5,5.77,67.2,2,4,3,1,0.1447,BI-1467335,AOC3/VAP-1
T62183,Cc1noc(C)c1C(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1,418.3,4.77,73.0,1,4,3,0,0.1447,BI-1467335,AOC3/VAP-1
T203636,CN(C)c1ccc2cc(C(=O)NS(=O)(=O)c3ccccc3-c3ccccc3)oc2c1,420.49,4.28,79.6,1,5,5,0,0.1447,BI-1467335,AOC3/VAP-1
T3077,Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21,371.22,4.05,51.1,1,2,2,0,0.1446,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T7503,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,380.37,2.91,78.3,2,3,3,0,0.1446,BI-1467335,AOC3/VAP-1
T7355,Oc1c(Cl)cc(Cl)cc1CNc1ccc2nn[nH]c2c1,309.16,3.58,73.8,3,4,3,0,0.1446,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T7638,O=C(O)c1cc([N+](=O)[O-])ccc1NCCCc1ccccc1,300.31,3.34,92.5,2,4,7,0,0.1446,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T16276,CC1(C)CC(NC(=O)C(=O)Nc2ccc(Cl)cc2)CC(C)(C)N1,337.85,2.7,70.2,3,3,2,0,0.1446,Denifanstat (TVB-2640),FASN
T9714,COc1[nH]c(=O)c(C(=O)[C@@H](C)C[C@H](C)[C@@H](Cl)CCl)c(O)c1OC,366.24,2.79,88.6,2,5,8,0,0.1446,Resmetirom,THR-beta
T40380,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,372.51,4.41,60.4,0,4,2,0,0.1446,Obeticholic acid (OCA),FXR
T9978,O=C(O)c1cc(/C=C/c2ccc(-c3ccccc3)cc2)ccc1O,316.36,4.93,57.5,2,2,4,0,0.1446,VK2809,THR-beta
T25832,C[C@H](CSC(=O)[C@@H](C)NC(=O)C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)O,398.53,2.04,103.8,2,5,7,0,0.1446,Obeticholic acid (OCA),FXR
TD0062,Nc1ccc2c(-c3cc(C(=O)O)ccc3C(=O)O)c3ccc(N)cc3[o+]c2c1,375.36,4.09,137.9,4,4,3,0,0.1446,Denifanstat (TVB-2640),FASN
T0034,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@@]21C,402.49,2.56,97.7,1,6,3,0,0.1444,Obeticholic acid (OCA),FXR
T1808,CC(C)(C)[Si](C)(C)Oc1ccc2oc(=O)c3c(c2c1)CCCN3,331.49,4.54,51.5,1,4,2,0,0.1444,Denifanstat (TVB-2640),FASN
T2576,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,441.46,3.42,116.8,2,7,7,0,0.1444,BI-1467335,AOC3/VAP-1
T3361,CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1,302.36,3.64,79.9,2,5,3,0,0.1444,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T3994,CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)O,348.43,4.73,74.0,1,4,4,0,0.1444,Denifanstat (TVB-2640),FASN
T6841,CO[C@@H]1[C@H](OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,458.55,3.92,97.9,1,6,10,0,0.1444,Obeticholic acid (OCA),FXR
T4528,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21,306.32,2.59,84.6,2,4,2,0,0.1444,Denifanstat (TVB-2640),FASN
T5412,O=C(NOCCO)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F,565.29,3.16,100.1,3,6,8,1,0.1444,BI-1467335,AOC3/VAP-1
T5414,Cn1cc(-c2cnc3cnn(S(=O)(=O)c4cnc5ccc(-c6cnn(C)c6)cn45)c3c2)cn1,459.5,2.12,117.8,0,7,4,0,0.1444,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T8388,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,345.4,2.65,64.0,1,4,5,0,0.1444,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T8777,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@@]21C,408.92,2.17,94.8,3,5,2,0,0.1444,Obeticholic acid (OCA),FXR
T14353,Cc1ccc(C(=O)CC(C(=O)O)c2c[nH]c3ccccc23)c(C)c1,321.38,4.23,70.2,2,2,5,0,0.1444,Denifanstat (TVB-2640),FASN
T9421,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)O,300.29,2.96,82.2,3,2,2,0,0.1444,Denifanstat (TVB-2640),FASN
T9974,COc1cc(C2C(C#N)=C(N)Oc3cc4c(cc32)OCO4)cc(OC)c1OC,382.37,2.66,105.2,1,8,4,0,0.1444,Denifanstat (TVB-2640),FASN
T9957,O=C(CNC(=O)C12CC3CC(CC(C3)C1)C2)N1CCN(C(c2ccccc2)c2ccccc2)CC1,471.65,4.25,52.7,1,3,6,0,0.1444,Denifanstat (TVB-2640),FASN
T28229,CCCCCCCCNC(=N)NC(=N)NCc1ccc(Cl)c(Cl)c1,372.34,4.49,83.8,5,2,9,0,0.1444,VK2809,THR-beta
T62077,CNS(=O)(=O)c1ccc(Nc2ccc(C(F)(F)F)cc2)c(-c2cn(C)cn2)c1,410.42,3.76,76.0,2,4,5,0,0.1444,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
TN1715,COc1cc([C@H]2c3cc(O)c(OC)cc3C[C@@H](C)[C@@H]2C)ccc1O,328.41,4.08,58.9,2,4,3,0,0.1444,VK2809,THR-beta
T1561,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,466.98,4.1,80.7,1,5,4,0,0.1443,Obeticholic acid (OCA),FXR
T8576,CC(=O)Nc1ccc(S(=O)(=O)Oc2noc3ccccc23)cc1,332.34,2.55,98.5,1,6,4,0,0.1443,Cilofexor (GS-9674),FXR
T9256,c1cc2c(N3CCNCC3)nc(-c3ccnc(NC4CCCCC4)c3)cc2cn1,388.52,3.85,66.0,2,6,4,0,0.1443,Denifanstat (TVB-2640),FASN
T60003,CCc1cc(=O)nc(-n2nc(C)cc2NC(=O)c2cc(C)ccc2F)[nH]1,355.37,2.53,92.7,2,4,4,0,0.1443,Denifanstat (TVB-2640),FASN
T11027,C/C(O)=C(\C#N)C(=O)Nc1ccc(-c2ccccc2Cl)cc1Cl,347.2,4.95,73.1,2,3,3,0,0.1443,Cilofexor (GS-9674),FXR
T23480,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2,520.72,4.21,68.2,1,8,5,1,0.1443,Denifanstat (TVB-2640),FASN
T61132,CC(C)(O)CNc1nnc(-c2ccc(Cl)cc2O)c2ccncc12,344.8,3.23,91.2,3,6,4,0,0.1443,VK2809,THR-beta
T14521,c1cc(-c2c[nH]c3nccc(N4CCC[C@@]5(CCCCN5)C4)c23)ncn1,348.45,3.13,69.7,2,5,2,0,0.1443,Denifanstat (TVB-2640),FASN
T16120,CO[C@H](c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12)[C@@H](C)OC,492.33,3.38,133.4,2,8,7,0,0.1443,Resmetirom,THR-beta
T0331,[H][C@@]12CCCN[C@]1([H])CN(c1c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c1OC)C2,401.44,2.37,83.8,2,5,4,0,0.1442,Denifanstat (TVB-2640),FASN
T1179,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,392.52,2.35,59.1,1,6,4,0,0.1442,Firsocostat (GS-0976),ACC
T2056,NCCCNc1ccc(Nc2nccc(Nc3cc(C4CC4)[nH]n3)n2)cc1,364.46,3.33,116.6,5,7,9,0,0.1442,Cilofexor (GS-9674),FXR
T2611,Cc1cc(CN2CCN(c3c(Br)cnc4nc(-c5ccc(N6CCN(C)CC6)cc5)[nH]c34)CC2)no1,551.49,3.76,80.6,1,8,5,1,0.1442,Denifanstat (TVB-2640),FASN
T2638,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)n[nH]1,469.95,4.03,83.4,2,6,6,0,0.1442,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T6135,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,463.48,3.51,78.5,2,3,5,0,0.1442,VK2809,THR-beta
T6707,[H][C@]12C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@]([H])([C@H]3O[C@H]31)[N+]2(C)C,392.52,2.35,59.1,1,6,4,0,0.1442,Firsocostat (GS-0976),ACC
T5472,[H][C@]12CC[C@]([H])(COC1)N2c1nc(-c2cnc(N)cc2C(F)F)nc(N2[C@@]3([H])CC[C@]2([H])COC3)n1,445.47,2.19,102.5,1,9,4,0,0.1442,Firsocostat (GS-0976),ACC
T22249,CC(C)(C)OC(=O)N1CCN(c2ncnc3c(F)c(Br)c(Cl)cc23)CC1,445.72,4.24,58.6,0,5,1,0,0.1442,Cilofexor (GS-9674),FXR
T21781,CC(=O)N1CCN(C(=O)/C=C/c2ccc(Sc3ccccc3C(C)C)c([N+](=O)[O-])c2)CC1,453.56,4.57,83.8,0,5,6,0,0.1442,VK2809,THR-beta
T8995,COc1ccc(-c2cn(C3CCCC3)c3ncnc(N)c23)cc1,308.38,3.8,66.0,1,4,3,0,0.1442,Firsocostat (GS-0976),ACC
TQ0040,Cc1c(F)c(Nc2ccc(-c3cn(C)cn3)cn2)cc2c1ncn2CC1CC1,376.44,4.43,60.6,1,4,5,0,0.1442,VK2809,THR-beta
T9343,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)OCc1ccccc1,338.36,3.09,91.4,3,3,6,0,0.1442,Firsocostat (GS-0976),ACC
T0331L,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,401.44,2.37,83.8,2,5,4,0,0.1442,Denifanstat (TVB-2640),FASN
T11438,CC(C)n1ncc2cnc(Nc3cc(C4CCNC4)nc(N4CCC(F)(F)C4)n3)cc21,428.49,3.47,83.8,2,7,5,0,0.1442,Denifanstat (TVB-2640),FASN
T19642,Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O,340.45,3.47,57.2,1,4,6,0,0.1442,Cilofexor (GS-9674),FXR
T9966,CNC(=O)c1ccccc1Nc1nc(Nc2cccc(CS(C)(=O)=O)c2)ncc1C,425.51,3.18,113.1,3,7,7,0,0.1442,VK2809,THR-beta
T17008,C[C@H](Nc1cc2c(-c3ccc4c(c3)OCO4)noc2cn1)c1ccccc1,359.39,4.79,69.4,1,6,4,0,0.1442,Cilofexor (GS-9674),FXR
T72958,NC(=O)c1c(NC(=O)c2cc(-c3ccc(F)cc3)on2)sc2c1CCCC2,385.42,3.77,98.2,2,5,4,0,0.1442,Cilofexor (GS-9674),FXR
T65739,CCOc1nc2cccc(C(=O)OC)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,454.49,4.12,107.8,1,7,7,0,0.1442,Denifanstat (TVB-2640),FASN
T15002,O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1,428.53,5.53,66.8,2,3,5,1,0.1442,Cilofexor (GS-9674),FXR
T40159,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(N)c3c1c2CCC3,403.44,2.15,107.4,2,6,1,0,0.1442,Denifanstat (TVB-2640),FASN
T67568,CSCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,371.46,3.73,75.6,2,4,7,0,0.1442,Firsocostat (GS-0976),ACC
T10055,O=C(N[C@@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1,438.46,3.8,77.6,2,3,3,0,0.1442,Denifanstat (TVB-2640),FASN
T34123,O=C(N[C@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1,438.46,3.8,77.6,2,3,3,0,0.1442,Denifanstat (TVB-2640),FASN
T66613,COc1ccc(CN(CC(=O)O)C(=O)OCC2c3ccccc3-c3ccccc32)c(O)c1,433.46,4.24,96.3,2,5,7,0,0.1442,Cilofexor (GS-9674),FXR
T34472,CC(=O)Nc1cccc(NC(=O)C(=O)NCCc2sc(-c3ccc(C)cc3)nc2C)c1,436.54,3.68,100.2,3,5,6,0,0.1442,Cilofexor (GS-9674),FXR
T210518,COc1cc2c(cc1OC)-c1cc(N(CCN3CCNC3=O)c3c(C)cc(C)cc3C)nc(=O)n1CC2,503.6,3.57,88.9,1,6,7,1,0.1442,Denifanstat (TVB-2640),FASN
T2500,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,450.51,5.22,72.5,1,6,8,1,0.1441,Firsocostat (GS-0976),ACC
T3045,O=C(/C=C/c1ccccc1)NC(NC(=S)Nc1cccc2cccnc12)C(Cl)(Cl)Cl,479.82,5.05,66.1,3,3,5,1,0.1441,Firsocostat (GS-0976),ACC
T3317,CCc1cc2c(=O)c(-c3nc4ccccc4s3)coc2c(CN2CCCCC2)c1O,420.53,5.32,66.6,1,6,4,1,0.1441,Firsocostat (GS-0976),ACC
T4295,O=C1N[C@](c2ccc(N3CCOCC3)cc2)(c2cccs2)CC(O)=C1Sc1ccccc1Cl,499.06,5.56,61.8,2,6,5,1,0.1441,Cilofexor (GS-9674),FXR
T4390,O=C(Oc1coc(CSc2ncccn2)cc1=O)c1ccc([N+](=O)[O-])cc1,385.36,2.85,125.4,0,9,6,0,0.1441,Firsocostat (GS-0976),ACC
T6110,Nc1ccc(C(=O)Nc2cccc(-c3nc(N4CCOCC4)c4oc5ncccc5c4n3)c2)cn1,467.49,3.5,132.3,2,9,4,0,0.1441,Cilofexor (GS-9674),FXR
T6257,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,429.53,3.53,71.3,1,7,5,0,0.1441,Firsocostat (GS-0976),ACC
TQ0160,[H][C@]1([C@@]2([H])c3cc4c(cc3CCN2C)OCO4)OC(=O)c2c1ccc(OC)c2OC,383.4,2.87,66.5,0,7,3,0,0.1441,Firsocostat (GS-0976),ACC
T10429,COC[C@H]1Cn2cc(-c3nc(Nc4ccnn4C)ncc3C)nc2C(=O)N1Cc1ccc(F)c(F)c1,494.51,3.07,103.0,1,7,7,0,0.1441,VK2809,THR-beta
T10652,Cc1nc(-c2cnc(NC(C)C)n(C)c2=O)ccc1Oc1ccnc(-c2cnn(C)c2)c1,431.5,3.56,99.8,1,7,6,0,0.1441,Firsocostat (GS-0976),ACC
T67698,O=C(C1=C(O)C(=O)N(CCCn2ccnc2)C1c1ccc(F)cc1)c1ccccc1,405.43,3.69,75.4,1,4,7,0,0.1441,Firsocostat (GS-0976),ACC
T67913,[H][C@]12CN(CCCSc3nnc(-c4ocnc4C)n3C)C[C@@]1(c1ccc(C(F)(F)F)cc1F)C2,481.52,4.69,60.0,0,6,7,0,0.1441,Cilofexor (GS-9674),FXR
T63055,Nc1nc2cc(-c3cnc4c(c3)C(=O)N(Cc3cc(F)ccc3OC3CCCC3)CC4)ccn2n1,472.52,4.03,98.6,1,6,5,0,0.1441,Denifanstat (TVB-2640),FASN
T69534,C=CC(=O)NC1CCN(c2ncc3ncnc(Nc4ccc(Oc5ccc6c(c5)ncn6C)c(C)c4)c3n2)CC1,535.61,4.42,123.0,2,9,7,1,0.1441,Denifanstat (TVB-2640),FASN
T63925,CSCC[C@H](NC(=O)c1ccn(S(C)(=O)=O)c1)C(=O)Nc1nc(-c2cccc(-c3ccncc3)c2)cs1,555.71,3.97,123.0,2,8,10,1,0.1441,Cilofexor (GS-9674),FXR
T32913,O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)COc3ccccc32)CC1,407.51,2.63,61.9,1,4,7,0,0.1441,Firsocostat (GS-0976),ACC
TQ0088,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3,435.46,2.47,107.4,2,6,1,0,0.1440,Firsocostat (GS-0976),ACC
T22430,Cc1nn(-c2ccnc(Nc3ccc(-c4csc5c(=O)cc(N6CCOCC6)oc45)cc3)n2)cc1CN1CCC1,555.66,4.59,101.6,1,10,7,1,0.1439,Firsocostat (GS-0976),ACC
T39463,CC[C@@H](C(=O)Nc1ccc(C(N)=O)c(F)c1)n1cc(OC)c(-c2cc(Cl)ccc2-n2cc(C(F)(F)F)nn2)cc1=O,592.94,4.6,134.1,2,6,8,1,0.1439,Firsocostat (GS-0976),ACC
T0219,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,314.37,2.96,86.2,1,4,3,0,0.1429,Cilofexor (GS-9674),FXR
T0374L,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,398.48,3.33,77.2,3,3,7,0,0.1429,BI-1467335,AOC3/VAP-1
T0957,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,371.39,2.58,103.5,1,8,4,0,0.1429,VK2809,THR-beta
T0992,CC1(C)[C@@H](OC(=O)CCC(=O)[O-])CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)[O-])CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,568.75,4.16,123.6,0,7,5,1,0.1429,Obeticholic acid (OCA),FXR
T1283,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,365.79,2.36,88.6,2,4,3,0,0.1429,Cilofexor (GS-9674),FXR
T1458,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,319.41,2.92,57.6,1,4,4,0,0.1429,BI-1467335,AOC3/VAP-1
T1559,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,504.6,3.82,107.0,1,7,6,1,0.1429,Obeticholic acid (OCA),FXR
T1676,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,481.55,2.4,140.9,3,7,10,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T1767,CN(C)CCNC(=O)c1cccn2c(=O)c3cc4ccccc4cc3nc12,360.42,2.29,66.7,1,4,4,0,0.1429,BI-1467335,AOC3/VAP-1
T1775,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(C)CC4)nc3)cc3c2c(C)cn3C(C)C)c(=O)[nH]1,526.69,4.58,86.3,2,5,6,1,0.1429,Denifanstat (TVB-2640),FASN
T1830,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,591.48,4.75,111.3,4,7,9,1,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T1837,O=C(Nc1cccc(Nc2ncc(Br)c(NCCc3cnc[nH]3)n2)c1)N1CCCC1,471.36,3.99,110.9,4,6,7,0,0.1429,Denifanstat (TVB-2640),FASN
T1854,Cc1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)c(N)cc1O,383.43,3.89,130.0,3,7,5,0,0.1429,BI-1467335,AOC3/VAP-1
T1944,COc1cc(-c2cc(-c3ccc(N4CCNCC4)cc3)cnc2C)cc(OC)c1OC,419.53,4.16,55.9,1,6,6,0,0.1429,Denifanstat (TVB-2640),FASN
T1979,CC[C@H](CC#N)OC(=O)N[C@@H](C)c1cccc(NC(=O)Nc2ccc(-c3cnco3)c(OC)c2)c1,477.52,5.47,138.5,3,7,9,1,0.1429,Firsocostat (GS-0976),ACC
T2300,N[C@@H]1CCCN(c2c(/C=C3\SC(=O)NC3=O)cccc2-c2ccccc2)C1,379.49,3.61,75.4,2,5,3,0,0.1429,Cilofexor (GS-9674),FXR
T2503,C=CCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O,392.5,2.39,68.2,2,5,8,0,0.1429,Cilofexor (GS-9674),FXR
T3220,CC(=O)O[C@H]1[C@H]2[C@@H](OC(=O)Cc3ccccc3)[C@@H](C)C[C@]2(OC(C)=O)C(=O)/C(C)=C/[C@@H]2[C@H](CC[C@@]13CO3)C2(C)C,552.66,4.38,108.5,0,8,5,1,0.1429,Firsocostat (GS-0976),ACC
T3539,NC(=O)[C@@H]1CCCC[C@@H]1C(=O)Nc1ccc(Cl)c(Cl)c1,315.2,3.22,72.2,2,2,3,0,0.1429,Cilofexor (GS-9674),FXR
T3588,CCOc1ccc(Nc2nc(-c3c(C)nc4ccccn34)cs2)cc1,350.45,4.91,51.5,1,5,5,0,0.1429,BI-1467335,AOC3/VAP-1
T3975,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,442.48,5.63,56.3,2,2,5,1,0.1429,Firsocostat (GS-0976),ACC
T4345,Cn1cc(C(=O)Nc2ccc3c(c2)OCCO3)c2ccccc2c1=O,336.35,2.56,69.6,1,4,2,0,0.1429,Firsocostat (GS-0976),ACC
T6074,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)N1CC(F)(F)C1,426.27,3.93,51.0,0,3,3,0,0.1429,Denifanstat (TVB-2640),FASN
T6094,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,495.56,2.15,115.7,1,7,6,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T6350,O=c1[nH]c2ccc(Cl)cc2c(N[C@@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1,419.92,4.23,76.8,3,4,3,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T6660,O=C(Nc1ccccc1Br)N[C@@H]1CCN(c2ccc(C(F)(F)F)cn2)C1,429.24,4.26,57.3,2,3,3,0,0.1429,Firsocostat (GS-0976),ACC
T6817,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,394.42,4.01,63.2,0,6,2,0,0.1429,Firsocostat (GS-0976),ACC
T6838,COc1ccc(/C=C/C(=O)C2(C(=O)/C=C/c3ccc(OC)c(OC)c3)CCCCC2)cc1OC,464.56,5.54,71.1,0,6,10,1,0.1429,Firsocostat (GS-0976),ACC
T6971,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,471.47,2.68,136.3,2,8,7,0,0.1429,Cilofexor (GS-9674),FXR
T7018,O=C(Oc1cccc(F)c1OC(=O)c1cccc(O)c1)c1cccc(O)c1,368.32,3.68,93.1,2,6,4,0,0.1429,BI-1467335,AOC3/VAP-1
T2S0410,CC(=O)O[C@@H]1[C@H]2[C@@H](OC(=O)Cc3ccccc3)[C@@H](C)C[C@]2(OC(C)=O)C(=O)/C(C)=C/[C@@H]2[C@H](CC[C@]13CO3)C2(C)C,552.66,4.38,108.5,0,8,5,1,0.1429,Firsocostat (GS-0976),ACC
T5166,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,450.47,2.88,83.5,1,7,5,0,0.1429,Cilofexor (GS-9674),FXR
T5473,COc1cc(OC)c(F)c(COc2cnc(Nc3cnn(CCO)c3)nc2)c1F,407.38,2.28,103.6,2,8,9,0,0.1429,BI-1467335,AOC3/VAP-1
T5780,COc1c2c3c4c(c(OC)c(=O)c5c(O)cc(OC)c(c6c(OC)cc(O)c(c1=O)c63)c54)C(C(C)=O)=C(C)C2,528.51,4.26,128.6,2,9,5,1,0.1429,Firsocostat (GS-0976),ACC
T7310,CCc1cccc2c1c(O)c(C(=O)N(CC)c1ccccc1)c(=O)n2C,350.42,3.47,62.5,1,3,4,0,0.1429,Firsocostat (GS-0976),ACC
T7493,Cc1cc(C(=O)Nc2cc(Nc3ccc4c(/C=C/c5ccccn5)n[nH]c4c3)ccc2F)n(C)n1,467.51,5.31,100.5,3,5,6,1,0.1429,BI-1467335,AOC3/VAP-1
T7797,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,411.47,3.42,100.6,1,6,4,0,0.1429,Denifanstat (TVB-2640),FASN
T8396,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@@]21C,400.47,2.34,97.7,1,6,3,0,0.1429,Obeticholic acid (OCA),FXR
T8508,O=C(CCc1ccc(CN[C@H](C(=O)OC2CCCC2)C2CCCCC2)cn1)NO,403.52,3.04,100.6,3,6,9,0,0.1429,Firsocostat (GS-0976),ACC
T8463,C[C@@]1(O)CCC[C@H]1n1c(=O)c(C(F)F)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,471.53,2.04,117.4,2,7,5,0,0.1429,Denifanstat (TVB-2640),FASN
T8506,COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2,464.91,3.06,94.7,0,7,6,0,0.1429,Cilofexor (GS-9674),FXR
T15423,O=C(Nc1ccn(Cc2ccc(O)cc2C(F)(F)F)n1)c1c(F)cccc1F,397.3,4.19,67.2,2,3,4,0,0.1429,BI-1467335,AOC3/VAP-1
T8688,CC(C)(C)c1ccc(N(C(=O)c2cnc[nH]2)C(C(=O)NC2CCCCC2)c2cccnc2)cc1,459.59,4.94,91.0,2,4,6,0,0.1429,Firsocostat (GS-0976),ACC
TN1154,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,316.27,2.29,120.4,4,7,2,0,0.1429,VK2809,THR-beta
T13059,CCc1c(C)nc(SCC(=O)Nc2nc(-c3ccc(OC)cc3)cs2)[nH]c1=O,416.53,3.5,97.0,2,7,7,0,0.1429,BI-1467335,AOC3/VAP-1
T9031,CCOC(=O)c1cnc2ccc(C)cc2c1Nc1ccc(N(CC)CC)cc1,377.49,5.31,54.5,1,5,7,1,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
