name,smiles,MW,LogP,TPSA,HBD,HBA,RotB,Lipinski_violations,max_tc,best_match,best_target
T8967,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(O)c3ccccc23)ccc1Cl,378.79,3.91,109.5,2,5,4,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T9048,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1,562.71,4.24,142.9,2,6,6,1,0.1429,Obeticholic acid (OCA),FXR
T9029,CCCCCCc1ccc(NC(=O)c2ccc([N+](=O)[O-])o2)cc1,316.36,4.56,85.4,1,4,8,0,0.1429,BI-1467335,AOC3/VAP-1
TQ0055,CC#C[C@H]1CN(S(=O)(=O)c2ccc(N)nc2)CCN1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,522.47,2.88,99.8,2,6,4,1,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T9021,O=C(Nc1nc(C(F)(F)F)co1)C1c2ccccc2Oc2ccccc21,360.29,4.57,64.4,1,4,2,0,0.1429,BI-1467335,AOC3/VAP-1
TN1490,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,300.27,2.59,100.1,3,6,2,0,0.1429,VK2809,THR-beta
T22272,O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4ccc(C(F)(F)F)cc4[nH]3)ccnc2N1,478.43,5.3,89.1,2,5,3,1,0.1429,Cilofexor (GS-9674),FXR
T14978,O=C(NCCCCN1CCOCC1)c1cc2ccccc2o1,302.37,2.28,54.7,1,4,6,0,0.1429,Firsocostat (GS-0976),ACC
TN1291,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(OC)c3)oc2c1,328.32,3.19,78.1,1,6,4,0,0.1429,VK2809,THR-beta
T22447,O=C(Oc1ccccc1C(=O)Oc1ccccc1C(=O)O)c1ccccc1O,378.34,3.53,110.1,2,6,5,0,0.1429,Firsocostat (GS-0976),ACC
TN6771,O=C(CCCCCCCCc1ccc(O)cc1)c1c(O)cccc1O,342.44,4.96,77.8,3,4,10,0,0.1429,VK2809,THR-beta
T18934,Cc1ccc(O)c(N=Nc2c(O)cc(S(=O)(=O)O)c3ccccc23)c1,358.38,4.22,119.6,3,6,3,0,0.1429,VK2809,THR-beta
T9216,CO[C@@H](C)c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,414.78,4.15,93.4,2,5,4,0,0.1429,BI-1467335,AOC3/VAP-1
TN5443,CC(=O)Oc1ccc(-c2oc3cc(OC(C)=O)cc(O)c3c(=O)c2OC(C)=O)cc1,412.35,2.94,129.3,1,9,4,0,0.1429,BI-1467335,AOC3/VAP-1
T14001,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C)C(=O)CC[C@@H]12,302.41,3.06,54.4,1,3,0,0,0.1429,Aramchol,SCD1
T17823,Cc1ccc(S(=O)(=O)OCCOCCOS(=O)(=O)c2ccc(C)cc2)cc1,414.5,2.43,96.0,0,7,10,0,0.1429,BI-1467335,AOC3/VAP-1
T22341,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3cc(OC)c(OC)cc23)c1,417.49,2.36,105.7,2,8,7,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T13017,COc1ccc(CCNc2ncc3c(=O)n(-c4cccc(F)c4)c(=O)[nH]c3n2)cc1OC,437.43,2.28,111.1,2,7,7,0,0.1429,Firsocostat (GS-0976),ACC
T11254,COc1nc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,519.03,3.14,124.6,3,10,8,1,0.1429,Cilofexor (GS-9674),FXR
T11224,CNC[C@@H](NC(=O)c1ccc(-c2nc([C@H]3CC[C@H](O)[C@@H](F)C3)cnc2N)cc1F)c1cc(F)cc(Br)c1,578.43,4.42,113.2,4,6,7,1,0.1429,BI-1467335,AOC3/VAP-1
T15551,Cc1cc(-c2cnc([C@H](C)Nc3nccc(N4C(=O)OC[C@@H]4C(C)C)n3)nc2)ccc1F,436.49,4.54,93.1,1,7,6,0,0.1429,Firsocostat (GS-0976),ACC
T16682,COC(=O)Nc1cccc(C)c1CNc1cccn2c(C)c(C)nc12,338.41,4.05,67.7,2,4,4,0,0.1429,Denifanstat (TVB-2640),FASN
T28958,CCc1nnc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccc(F)cc3)cc2)s1,491.6,3.57,113.1,3,7,7,0,0.1429,BI-1467335,AOC3/VAP-1
TN1419,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,316.27,2.29,120.4,4,7,2,0,0.1429,VK2809,THR-beta
T17103,Cc1nn(-c2ncnc3[nH]cnc23)c2c1C(c1ccc(F)cc1Cl)CC(=O)N2,397.8,3.11,101.4,2,5,2,0,0.1429,Resmetirom,THR-beta
T9881,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,404.51,2.42,68.3,0,6,6,0,0.1429,Firsocostat (GS-0976),ACC
T17203,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1OCCCN(C)C,485.68,2.62,69.2,1,9,9,0,0.1429,Firsocostat (GS-0976),ACC
T41003,CSc1nc(N)cc(Oc2ccc(-c3nnc(Nc4cccc(C(F)(F)F)c4)[nH]3)cc2)n1,459.46,5.12,114.6,3,8,6,1,0.1429,BI-1467335,AOC3/VAP-1
T60026,CC(C)(C)NS(=O)(=O)c1cccc(NC(=O)c2ccc(NS(C)(=O)=O)cc2N2CCC3(CC2)CC3)c1,534.7,3.77,124.7,3,6,7,1,0.1429,BI-1467335,AOC3/VAP-1
T60092,Cc1cccc(C(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)c1,327.39,4.79,57.8,2,2,3,0,0.1429,Denifanstat (TVB-2640),FASN
T14969,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,395.5,4.36,61.9,1,4,6,0,0.1429,BI-1467335,AOC3/VAP-1
T35341,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,490.56,4.2,68.1,1,6,5,0,0.1429,VK2809,THR-beta
T30544,NS(=O)(=O)c1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1,468.54,4.01,123.8,2,7,6,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T10922,CC(C)(O)c1cncc(-c2nc3ccc(F)cc3n2C2CC2)c1,311.36,3.8,50.9,1,3,3,0,0.1429,Denifanstat (TVB-2640),FASN
T14387,COc1nc(N(CC(C)(C)F)c2cc(Cl)c(F)cc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O,457.84,4.21,92.6,1,6,8,0,0.1429,Firsocostat (GS-0976),ACC
T60124,Cn1cc(-c2ccc3c4c([nH]c3c2)CCC(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)C4)cn1,487.91,5.92,74.7,3,2,3,1,0.1429,Resmetirom,THR-beta
T26366,[H][C@@]12CC=C3C[C@@H](OS(=O)(=O)O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H],368.5,3.71,80.7,1,4,2,0,0.1429,Firsocostat (GS-0976),ACC
T60110,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc([N+](=O)[O-])cc4)CC3)c2cc1OC,438.44,2.91,123.0,1,8,5,0,0.1429,Denifanstat (TVB-2640),FASN
T11163,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,476.54,5.83,100.3,3,6,8,1,0.1429,Firsocostat (GS-0976),ACC
TQ0310,Cc1ccc(-c2c(C(=O)CF)n(CCCO)c3ncnc(N)c23)cc1,342.37,2.52,94.0,2,5,6,0,0.1429,BI-1467335,AOC3/VAP-1
T14954,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,331.97,3.87,52.6,0,4,2,0,0.1429,BI-1467335,AOC3/VAP-1
T60187,Nc1ccc(C#CCN(C(=O)Cc2ncc(C(F)(F)F)cc2C(F)(F)F)c2ccc(F)cc2)nn1,497.37,4.26,85.0,1,5,4,0,0.1429,BI-1467335,AOC3/VAP-1
T22552L,CC(C)n1nc(-c2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)c2c(N)ncnc21,455.44,5.32,110.8,3,5,4,1,0.1429,BI-1467335,AOC3/VAP-1
T39389,O=S(=O)(c1ccc(-c2ccsc2)cc1)N1CCN=C1N1CCN(C2CCC2)CC1,430.6,2.95,56.2,0,6,4,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T23010,N#Cc1cc(C2=Nc3ccc(Br)cc3NC(=O)C2)ccn1,341.17,3.18,78.1,1,4,1,0,0.1429,Denifanstat (TVB-2640),FASN
T28145,Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1,321.42,2.95,69.4,1,5,5,0,0.1429,BI-1467335,AOC3/VAP-1
T15572,Cc1cccc(-c2nc(Cc3cccc(C(N)=O)c3)[nH]c2-c2ccc3nccnc3c2)n1,420.48,4.08,110.4,2,5,5,0,0.1429,VK2809,THR-beta
T12809,C[C@]1(O)CCC[C@@H]1n1c(=O)c(C(F)F)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,471.53,2.04,117.4,2,7,5,0,0.1429,Denifanstat (TVB-2640),FASN
T67697,Cc1c(F)ccc(C(=O)Nc2cc([N+](=O)[O-])ccc2N2CCN(C)CC2)c1Cl,406.85,3.7,78.7,1,5,4,0,0.1429,Denifanstat (TVB-2640),FASN
T39707,Nc1nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)c2cc(C3=CCN(C4COC4)CC3)[nH]c2n1,578.65,4.51,122.3,3,7,6,1,0.1429,Denifanstat (TVB-2640),FASN
T64021,Cc1cc(N)nc(-c2c(Cl)cc3c(N4CCNC[C@@H]4C)nc(OC[C@@H]4CCCN4C)nc3c2F)c1C(F)(F)F,568.02,4.66,92.4,2,8,5,1,0.1429,Denifanstat (TVB-2640),FASN
T67897,CC(C)[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)Nc1nccs1,342.42,3.02,86.9,3,4,5,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T41190,NC(=O)[C@@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccno1)C1CCCCC1,404.51,2.29,127.3,3,5,8,0,0.1429,BI-1467335,AOC3/VAP-1
T67930L,Oc1ccc(Cl)cc1/C=N\N/C(=N/N=C/c1cc(Cl)ccc1O)N/N=C/c1cc(Cl)ccc1O,519.78,4.7,134.2,5,7,6,1,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T16811,CCOCN1C2=C(C(=O)Nc3ccccc3F)C(=O)CCN2c2ccc(F)cc21,399.4,3.41,61.9,1,5,5,0,0.1429,BI-1467335,AOC3/VAP-1
T24644,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,325.37,2.11,109.2,2,7,4,0,0.1429,Firsocostat (GS-0976),ACC
T67705,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3sccc3n2)cc1,395.49,3.48,79.4,2,6,3,0,0.1429,Denifanstat (TVB-2640),FASN
T40419,COc1ccc(CN2C(=O)C(Cl)=C(Cl)C2=O)c(OC)c1,316.14,2.26,55.8,0,4,4,0,0.1429,BI-1467335,AOC3/VAP-1
T63642,COc1ccc(-c2ccc3[nH]c(=O)c4nnn(-c5ccc(N6CCNCC6)c(C(F)(F)F)c5)c4c3c2)cn1,521.5,3.76,101.0,2,7,4,1,0.1429,Resmetirom,THR-beta
T28918,COc1ccc2c(c1)N(C(=O)OC(C)C)[C@@H](CSC)C(=S)N2,340.47,3.53,50.8,1,5,4,0,0.1429,BI-1467335,AOC3/VAP-1
T73140,Nc1nc(=O)n(-c2ccccc2Cl)c2nc(C(F)(F)F)ccc12,340.69,3.04,73.8,1,4,1,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T67562,CC[C@H](C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,353.42,4.02,75.6,2,3,6,0,0.1429,BI-1467335,AOC3/VAP-1
T67930,Oc1ccc(Cl)cc1C=NN=C(NN=Cc1cc(Cl)ccc1O)NN=Cc1cc(Cl)ccc1O,519.78,4.7,134.2,5,7,6,1,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T61046,COC(=O)c1[nH]c2ccc(F)cc2c1C=C1SC(=S)NC1=O,336.37,2.58,71.2,2,5,2,0,0.1429,BI-1467335,AOC3/VAP-1
T14076,Clc1cccc(-n2nnnc2NCc2ccccc2Oc2ccccn2)c1Cl,413.27,4.77,77.8,1,6,6,0,0.1429,Cilofexor (GS-9674),FXR
T40931,NC(=O)c1ccc(-c2cccc(Cn3c(=O)n(O)c(=O)c4sccc43)c2)cc1,393.42,2.28,107.3,2,5,4,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T70388,COc1cc(F)ccc1-c1cc(Nc2cc(C[S@@](C)(=N)=O)ccn2)ncc1F,404.44,4.35,88.0,2,6,6,0,0.1429,Firsocostat (GS-0976),ACC
T10638,Cc1nnc2n1-c1ccc(-c3cnn(C)c3)cc1[C@H](Nc1ccc(Cl)cc1)CC2,404.91,4.73,60.6,1,4,3,0,0.1429,Denifanstat (TVB-2640),FASN
T10638L,Cc1nnc2n1-c1ccc(-c3cnn(C)c3)cc1[C@@H](Nc1ccc(Cl)cc1)CC2,404.91,4.73,60.6,1,4,3,0,0.1429,Denifanstat (TVB-2640),FASN
T31081L,[H][C@]12CN(CC3(O)Cc4ccccc4C3)C[C@@]1([H])[C@]2(CC)c1cccc(NS(C)(=O)=O)c1,426.58,2.8,69.6,2,4,6,0,0.1429,Cilofexor (GS-9674),FXR
T61722,CN1CCN(c2ccc(NC(=O)c3nccc4c3[nH]c3ccccc34)nc2)CC1,386.46,3.12,77.2,2,5,3,0,0.1429,Denifanstat (TVB-2640),FASN
T70793,O=c1[nH]nc(OCCCc2ccc(Cl)cc2)c(NCc2cccnc2)c1Br,449.74,4.2,79.9,2,5,8,0,0.1429,Resmetirom,THR-beta
T17301,C[C@@H](O)C(=N)NS(=O)(=O)c1cc(C(=O)C(C(=O)c2cc(F)ccc2F)=C2Nc3ccccc3N2)ccc1F,544.51,3.56,148.4,5,8,7,1,0.1429,BI-1467335,AOC3/VAP-1
T22655,COc1ccc(-n2nc3c4c([nH]cc-3c2=O)CCCCC4)cc1,309.37,2.94,59.9,1,3,2,0,0.1429,Resmetirom,THR-beta
T79088,Cc1ccc2nc(-c3cccc(NC(=O)c4cccs4)c3)[nH]c2c1,333.42,4.85,57.8,2,3,3,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T79314,N#Cc1c(-c2ccc(F)cc2)csc1OCc1ccc(CN)cc1,338.41,4.46,59.0,1,4,5,0,0.1429,BI-1467335,AOC3/VAP-1
T11787,Cc1ccc(Oc2ncc(N3C(=O)NC(C)(C)C3=O)cn2)c2c1OCC21CC1,380.4,2.84,93.7,1,6,3,0,0.1429,Firsocostat (GS-0976),ACC
T79185,CC(C)[C@@H](C)NC(=O)c1cc(-c2cc3ccccc3n2C)cc(C(=O)NCCc2ccccn2)n1,469.59,4.38,88.9,2,4,8,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T60733,C[C@H](CN)Oc1ccc2ncc(-c3cc4ccccc4o3)n2n1,308.34,2.87,78.6,1,5,4,0,0.1429,BI-1467335,AOC3/VAP-1
T16864,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc(C(C)C)co1,425.49,3.71,111.9,3,7,8,0,0.1429,VK2809,THR-beta
T22034,CC(C)ON([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,406.5,3.21,95.9,2,5,8,0,0.1429,BI-1467335,AOC3/VAP-1
T68292,O=C(c1ccc(O)c(F)c1)N(c1ccc(O)cc1)c1ccc(F)cc1,341.31,4.35,60.8,2,3,3,0,0.1429,BI-1467335,AOC3/VAP-1
T86496,CN(C[C@H]1COc2ccccc2O1)c1nc(-c2cccnc2)nc2ccccc12,384.44,3.97,60.4,0,6,4,0,0.1429,Firsocostat (GS-0976),ACC
T61664,COc1ccc2c(ccc3nc4c(NCCCN)nc5ccccc5c4nc32)c1,383.46,4.25,86.0,2,6,5,0,0.1429,BI-1467335,AOC3/VAP-1
T61923,COc1ccc(Oc2ccccc2NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,400.41,4.2,107.8,1,6,7,0,0.1429,BI-1467335,AOC3/VAP-1
T65887,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)O,346.42,2.66,114.0,3,5,7,0,0.1429,BI-1467335,AOC3/VAP-1
T205083,Cc1ccc(-c2nc(CSCC(=O)NC3CC3)c(C)o2)cc1,316.43,3.47,55.1,1,4,6,0,0.1429,Denifanstat (TVB-2640),FASN
TN2224,[H][C@]12CC=C3[C@]4([H])CC(C)(C)[C@@H](O)[C@@H](O)[C@]4(C)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O)[C@]1(C)CO,474.73,5.08,80.9,4,4,1,1,0.1429,Aramchol,SCD1
TN2113,CC1(C)CCCc2c1ccc1c2C(=O)C(=O)c2c(CO)coc2-1,310.35,3.43,67.5,1,4,1,0,0.1429,Cilofexor (GS-9674),FXR
TN2073,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(O)c3)oc2c1,314.29,2.89,89.1,2,6,3,0,0.1429,VK2809,THR-beta
T28874,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,414.94,3.85,77.2,3,3,7,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T10710,CS(=O)(=O)c1cc(CNC(=O)c2cncc3c2cnn3-c2ccc(F)cc2)ccn1,425.45,2.29,106.8,1,6,5,0,0.1429,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T1968,CCCCNc1ncc(-c2ccc(CN3CCOCC3)cn2)c(N[C@H]2CC[C@H](O)CC2)n1,440.59,3.3,95.4,3,8,9,0,0.1417,Firsocostat (GS-0976),ACC
T8326,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,458.42,5.04,89.0,2,4,5,1,0.1417,Firsocostat (GS-0976),ACC
T12831,C[C@@H]1COCCN1c1cc(=O)n2c(n1)N(Cc1cncc(Cl)c1)[C@@H](C(F)(F)F)CC2,443.86,2.86,63.5,0,6,3,0,0.1417,Firsocostat (GS-0976),ACC
TQ0166,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1C[C@@H]2CN(C)C[C@@H]2C1,491.39,5.79,59.5,1,6,6,1,0.1417,Firsocostat (GS-0976),ACC
T10467,COc1cnccc1Nc1nc(-c2nn(Cc3c(F)cc(OCCO)cc3F)c3ccccc23)ncc1OC,534.52,4.35,116.4,2,9,10,1,0.1417,Cilofexor (GS-9674),FXR
T15019,COc1cccc(CN(C(=O)CC(C)(C)C)[C@H]2C[C@@H](C(=O)N3CCNCC3)N(Cc3ccc4c(c3)OCO4)C2)c1,550.7,3.26,83.6,1,7,8,1,0.1417,VK2809,THR-beta
T28824,Cc1cn(-c2cc(F)c(C(N)=O)c(N[C@H]3CCOC3)c2)c2c1C(=O)CC(C)(C)C2,399.47,3.38,86.3,2,4,4,0,0.1417,Firsocostat (GS-0976),ACC
T37173,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1,452.56,2.45,120.2,4,4,9,0,0.1417,Firsocostat (GS-0976),ACC
T17162,[H][C@@]12C[C@@]3([H])OC(C)(C)O[C@@]3(C(=O)COC(=O)CC(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@@]21C,532.65,4.41,99.1,1,7,4,1,0.1417,Firsocostat (GS-0976),ACC
T7350,COc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1-c1c(Br)cnn1C,437.24,4.78,68.2,2,3,4,0,0.1416,Firsocostat (GS-0976),ACC
T16727,Cn1cc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)cn1,586.57,4.06,103.0,0,6,5,1,0.1416,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
TQ0092,C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,562.72,2.26,120.2,2,9,9,1,0.1416,Denifanstat (TVB-2640),FASN
T64789,Cc1ccc(S(=O)(=O)OC[C@@H]2CO[C@@](Cn3cncn3)(c3ccc(F)cc3F)C2)cc1,449.48,3.2,83.3,0,6,7,0,0.1416,Cilofexor (GS-9674),FXR
T70692,CC(=O)SCCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc1ccccc1,405.52,2.23,104.4,3,5,10,0,0.1416,Firsocostat (GS-0976),ACC
T63132,OC[C@H]1C[C@@H](O)CCN1CCc1ccc(Nc2nc(-c3ccc(Cl)c(Cl)c3)cs2)cc1,478.45,5.22,68.6,3,6,7,1,0.1416,Cilofexor (GS-9674),FXR
T2242,Cc1cc(-c2ccc(CC(=O)Nc3ccc(-c4cccnc4)cc3)cc2)ccn1,379.46,5.3,54.9,1,3,5,1,0.1415,Firsocostat (GS-0976),ACC
T2327,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,467.93,5.1,90.3,2,6,8,1,0.1415,Resmetirom,THR-beta
T2618,Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1,396.45,3.79,93.6,1,6,5,0,0.1415,Cilofexor (GS-9674),FXR
T2654,Cc1cccc(CC(=O)N2CCc3c2ccc(-c2cn(C)c4ncnc(N)c24)c3F)n1,416.46,3.19,89.9,1,5,3,0,0.1415,Denifanstat (TVB-2640),FASN
T4026,CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,310.35,3.3,71.2,2,3,3,0,0.1415,Firsocostat (GS-0976),ACC
T4419,CCCCNc1ncc2c(-c3ccc(CN4CCN(C)CC4)cc3)cn([C@H]3CC[C@H](O)CC3)c2n1,476.67,4.53,69.4,2,6,8,0,0.1415,Denifanstat (TVB-2640),FASN
T6028,Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1,419.49,2.49,130.2,4,5,4,0,0.1415,Denifanstat (TVB-2640),FASN
T6299,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1,498.65,2.81,116.3,3,7,8,0,0.1415,Denifanstat (TVB-2640),FASN
T6760,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3C)c2cc1OC,387.44,5.49,65.5,1,6,6,1,0.1415,Firsocostat (GS-0976),ACC
T5178,CC(C)(C)N1C(=O)C(Nc2ccc(N3CCCCC3)cc2)=C(c2ccccc2)S1(=O)=O,439.58,4.43,69.7,1,5,4,0,0.1415,Firsocostat (GS-0976),ACC
T16144,CN1CCN(Cc2ccc(-c3cn([C@H]4CC[C@H](O)CC4)c4nc(NCCC5CC5)ncc34)cc2)CC1,488.68,4.53,69.5,2,6,8,0,0.1415,Denifanstat (TVB-2640),FASN
T16760,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,370.46,5.59,66.0,1,4,4,1,0.1415,Firsocostat (GS-0976),ACC
T10625,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,386.46,3.79,90.9,2,6,4,0,0.1415,Cilofexor (GS-9674),FXR
TN1103,COc1cc2c(O)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)C(=O)OC3,380.35,3.63,83.5,1,7,3,0,0.1415,Firsocostat (GS-0976),ACC
T31091,Cc1c(/C=C/C2=CC(/C=C/c3cnn(-c4ccccc4)c3C)=[O+][B-](F)(F)O2)cnn1-c1ccccc1,484.32,5.79,56.2,0,3,6,1,0.1415,Firsocostat (GS-0976),ACC
TQ0317,COc1cc2c(cc1F)C(c1ccccc1Cl)=NC1=C(C)NNC1=N2,356.79,3.71,58.0,2,5,2,0,0.1415,Firsocostat (GS-0976),ACC
T13167,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)N,313.41,2.44,92.0,2,5,5,0,0.1415,Firsocostat (GS-0976),ACC
T10626,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCNC1,386.46,3.79,90.9,2,6,4,0,0.1415,Cilofexor (GS-9674),FXR
T12216,CN1CCN(Cc2ccc(-c3cccc(C(=O)Nc4ccccc4CC(=O)O)c3)cc2)CC1,443.55,3.98,72.9,2,4,7,0,0.1415,Cilofexor (GS-9674),FXR
T10991,COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)C)c1-c1ccccc1N=O,370.41,4.36,94.9,0,7,6,0,0.1415,Firsocostat (GS-0976),ACC
T9556,O=C1c2ccc(-c3cnc4[nH]ccc4c3)cc2OCCN1Cc1ccc(F)cc1,387.41,4.4,58.2,1,3,3,0,0.1415,VK2809,THR-beta
T38905,O=C(CN1CCN(c2ccc(F)cn2)CC1)Nc1nc2c(s1)CCCC2,375.47,2.32,61.4,1,6,4,0,0.1415,Cilofexor (GS-9674),FXR
T67694,Cc1nc(Nc2ncc(N3CCN(C)[C@H](C)C3)c(Nc3cc(C)n(C)n3)n2)cc(C2CC2)c1F,465.58,3.87,87.0,2,8,6,0,0.1415,Denifanstat (TVB-2640),FASN
T37610,CC(C)[C@H]1CC[C@@H](N2CCC3(CC2)C(=O)N(CCNS(N)(=O)=O)Cc2ccccc23)CC1,462.66,2.37,95.7,2,4,6,0,0.1415,VK2809,THR-beta
T79157,Cc1nc(NC(=O)N2CCC(C)(C)C2=O)ccc1Oc1ccnc(-c2cnn(C)c2)c1,420.47,3.77,102.2,1,6,4,0,0.1415,Denifanstat (TVB-2640),FASN
T39702,[H][C@]12CC[C@]([H])(CN(c3cc(C)ncn3)C1)[C@H]2Nc1nc2n(n1)CCCC[C@H]2c1ccc(F)c(F)c1F,483.54,4.44,71.8,1,6,4,0,0.1415,Denifanstat (TVB-2640),FASN
T34387,O=C(Nc1c(Cl)cncc1Cl)C(=O)c1cn(Cc2ccc(F)cc2)c2ncccc12,443.27,4.75,76.9,1,4,5,0,0.1415,Cilofexor (GS-9674),FXR
T30581,C=CCc1c(C)c(C#N)c2nc3ccccc3n2c1NCCc1ccc(OC)c(OC)c1,426.52,5.07,71.6,1,5,8,1,0.1415,Denifanstat (TVB-2640),FASN
T204093,COc1ccc(N2C(=O)[C@@]3(CN3[S@@+]([O-])C(C)(C)C)c3ccccc32)cc1,370.47,3.35,55.6,0,4,3,0,0.1415,Firsocostat (GS-0976),ACC
