name,smiles,MW,LogP,TPSA,HBD,HBA,RotB,Lipinski_violations,ref_drug,ref_target,similarity,dili_prob,dili_risk
T26486,CCc1ccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)cc1,350.45,3.62,51,0,5,3,0,Obeticholic acid (OCA),FXR,0.0435,0.9918,High
T6339,CN(C)Cc1ccc(-c2nc3cccc4c3n2CCNC4=O)cc1,320.4,2.51,50.2,1,3,3,0,Obeticholic acid (OCA),FXR,0.0435,0.6678,High
T10394L,c1ccc(Nc2nc(N/N=C3\CN4CCC3CC4)nc(N3CCCCC3)n2)cc1,392.51,3.1,81.6,2,8,5,0,Obeticholic acid (OCA),FXR,0.0435,0.8547,High
T67878,Nc1ccccc1NC(=O)c1ccc(NC(=O)Cc2ccc3ccccc3c2)cn1,396.45,4.25,97.1,3,4,5,0,Obeticholic acid (OCA),FXR,0.0435,0.9897,High
T60857,C=CC(=O)Nc1cc(C(=O)NC)cc(-c2n[nH]c3ccccc23)c1,320.35,2.71,86.9,3,3,4,0,Obeticholic acid (OCA),FXR,0.0435,0.9417,High
T4219,Cc1cc(Nc2cc(Cl)nc(Oc3ccc([N+](=O)[O-])cc3)n2)n[nH]1,346.73,3.61,118.9,2,7,5,0,Obeticholic acid (OCA),FXR,0.0435,0.9926,High
T7715,CCCc1nn(C)c2c(=O)[nH]c(-c3ccccc3OCC)nc12,312.37,2.67,72.8,1,4,5,0,Obeticholic acid (OCA),FXR,0.0435,0.965,High
T1864,CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1,307.42,2.39,50.4,1,5,6,0,Obeticholic acid (OCA),FXR,0.0435,0.5706,High
T77733,COc1cc(C(=O)Nc2ccc(NC(=O)c3c[nH]c4ccccc4c3=O)cc2)cc(OC)c1OC,473.49,4.06,118.8,3,6,7,0,Obeticholic acid (OCA),FXR,0.0435,0.9956,High
T61652,Cc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,383.28,4.86,56.9,0,5,8,0,Obeticholic acid (OCA),FXR,0.0435,0.773,High
T15233,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1cc(Br)ccc1-c1nn[nH]n1,495.18,5.31,95.6,3,4,3,1,Obeticholic acid (OCA),FXR,0.0435,0.9792,High
T37577,CNC(=O)Nc1ccc(OC)c(NC(=O)NC(=O)c2cc(F)c(F)cc2Cl)c1,412.78,3.34,108.6,4,4,4,0,Obeticholic acid (OCA),FXR,0.0435,0.9869,High
T69486,CC(=O)Nc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2cccc3ccccc23)cc1,483.55,5.29,113.1,3,6,6,1,Obeticholic acid (OCA),FXR,0.0435,0.9936,High
T200466,O=C(Cn1nc(-c2ccc(Cl)cc2)c2ccccc2c1=O)Nc1ccc(F)cc1,407.83,4.49,64,1,3,4,0,Obeticholic acid (OCA),FXR,0.0435,0.973,High
T63643,C=CC(=O)N1CCN(c2ncc3ncnc(Nc4ccc(Oc5ccc6c(c5)ncn6C)c(C)c4)c3n2)CC1,521.59,3.99,114.2,1,9,6,1,Obeticholic acid (OCA),FXR,0.0435,0.9975,High
T6117,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,369.42,3.59,66.9,2,2,2,0,Obeticholic acid (OCA),FXR,0.0435,0.9637,High
T72067,Cc1cc(C)cc(-c2nc(NC(=O)c3cccnc3)sc2-c2ccncc2)c1,386.48,5.14,67.8,1,5,4,1,Obeticholic acid (OCA),FXR,0.0435,0.98,High
T69730,O=C(Nc1ccc(N2CCCC2=O)cc1)c1cnc(-c2ccccn2)nc1,359.39,2.92,88.1,1,5,4,0,Obeticholic acid (OCA),FXR,0.0435,0.9909,High
T5358,CC(C)n1cnc2c(NCc3cccc(C(F)(F)F)c3)ncnc21,335.33,4.04,55.6,1,4,4,0,Obeticholic acid (OCA),FXR,0.0435,0.9605,High
T15017,CNc1ccc([N+](=O)[O-])cc1-n1cnc(-c2ccc(C(F)(F)F)cc2)c1,362.31,4.51,73,1,4,4,0,Obeticholic acid (OCA),FXR,0.0435,0.9761,High
T38927,O=[N+]([O-])c1cccc2nc(CNc3nc(N4CCOCC4)nc4c3ncn4-c3ccsc3)[nH]c12,477.51,3.11,139.9,2,10,6,0,Obeticholic acid (OCA),FXR,0.0435,0.9991,High
T4463,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,323.37,2.98,56.9,3,2,3,0,Obeticholic acid (OCA),FXR,0.0435,0.8094,High
T8954,O=c1cc(N2CCN(c3cccc(C(F)(F)F)c3)CC2)[nH]c(=O)n1C1CCCCC1,422.45,3.39,61.3,1,4,3,0,Obeticholic acid (OCA),FXR,0.0435,0.8798,High
T21870,COc1cc2nc(N3CCC(N4CCCCC4)CC3)nc(NC3CCCCCC3)c2cc1OC,467.66,5.24,62.8,1,7,6,1,Obeticholic acid (OCA),FXR,0.0435,0.3561,Low
T9570,N#Cc1ccc(N2C[C@H](N)C[C@H](C(F)(F)F)C2)c2cccnc12,320.32,2.82,65.9,1,4,1,0,Obeticholic acid (OCA),FXR,0.0435,0.762,High
T7835,C=CCc1cccc(CNc2nc3ccccc3n2CCC)c1O,321.42,4.49,50.1,2,3,7,0,Obeticholic acid (OCA),FXR,0.0435,0.4355,Low
T4S0795,COc1ccc2cc3[n+](cc2c1O)CCc1cc2c(cc1-3)OCO2,322.34,2.79,51.8,1,4,1,0,Obeticholic acid (OCA),FXR,0.0435,0.2931,Low
T27612,CN(C)CCCn1c(N)c(-c2nc3ccccc3[nH]2)c2nc3ccccc3nc21,385.48,3.66,88.7,2,5,5,0,Obeticholic acid (OCA),FXR,0.0435,0.9401,High
T36968,CN(C)c1ccc(Nc2nc(-c3ccncc3)nc3c2CC(N)CC3)cc1,360.46,3.16,80,2,6,4,0,Obeticholic acid (OCA),FXR,0.0435,0.9235,High
T21089,O=[N+]([O-])c1cccc(SSc2cccc([N+](=O)[O-])c2)c1,308.34,4.3,86.3,0,6,5,0,Obeticholic acid (OCA),FXR,0.0435,0.9071,High
T3492,COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,396.45,3.21,124.3,3,7,4,0,Obeticholic acid (OCA),FXR,0.0430,0.9918,High
T8976,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,405.29,4.5,105.8,3,5,2,0,Obeticholic acid (OCA),FXR,0.0430,0.9898,High
T4074,CC(C)S(=O)(=O)c1ccc2nccc(Nc3ccc4scnc4c3)c2c1,383.5,4.77,72,1,6,4,0,Obeticholic acid (OCA),FXR,0.0430,0.9727,High
T8827,CCn1c(-c2ccc(Cl)cc2Cl)cs/c1=N/c1ccc(S(N)(=O)=O)cc1,428.37,4.42,77.4,1,4,4,0,Obeticholic acid (OCA),FXR,0.0430,0.9605,High
T61274,NC(=O)c1c(F)ccc(OCc2nc3cc(Cl)cnc3s2)c1F,355.75,3.3,78.1,1,5,4,0,Obeticholic acid (OCA),FXR,0.0430,0.9817,High
T9014,COc1ccc(-c2cc(C(=O)N/N=C(\C)c3ccc(OC)c(OC)c3)[nH]n2)cc1,394.43,3.26,97.8,2,6,7,0,Obeticholic acid (OCA),FXR,0.0430,0.9898,High
T4783,COc1ccccc1Nc1nc(-c2sc(NC(C)=O)nc2C)cs1,360.46,4.29,76.1,2,7,5,0,Obeticholic acid (OCA),FXR,0.0430,0.9768,High
T62622,O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3ccccc23)cc1,444.8,5.76,72.2,1,3,3,1,Obeticholic acid (OCA),FXR,0.0430,0.989,High
T4356,C[C@@H]1CN(c2ccc3cc(C#N)c4nc5ccccc5n4c3n2)C[C@H](C)N1,356.43,3.09,69.2,1,5,1,0,Obeticholic acid (OCA),FXR,0.0430,0.9608,High
T8920,N=C(N)c1ccc2cc(OC(=O)c3ccc(NC4=NCCN4)cc3)ccc2c1,373.42,2.71,112.6,4,6,4,0,Obeticholic acid (OCA),FXR,0.0430,0.1452,Low
T13350,COc1ccc(-c2oc3c(CCC(C)(C)O)c(O)cc(O)c3c(=O)c2O)cc1,386.4,3.29,120.4,4,7,5,0,Obeticholic acid (OCA),FXR,0.0430,0.9585,High
T2590,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,421.31,4.71,76.1,1,4,4,0,Obeticholic acid (OCA),FXR,0.0430,0.9855,High
T64320,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2ccon2)cc1,426.28,3.96,101.3,2,5,6,0,Obeticholic acid (OCA),FXR,0.0430,0.9749,High
T3180,O=C(O)c1cnn(-c2nc3cc(OC(F)(F)F)c(Cl)cc3[nH]2)c1,346.65,3,93,2,4,3,0,Obeticholic acid (OCA),FXR,0.0430,0.9843,High
T61871,O=C1CC(c2cccc(Cl)c2Cl)CC(=O)C1=CNCCN1CCOCC1,397.3,2.81,58.6,1,5,5,0,Obeticholic acid (OCA),FXR,0.0430,0.6936,High
T23867,Cc1n[nH]cc1-c1cc2[nH]c(CN3CCCC3)nc(=O)c2s1,315.4,2.28,77.7,2,5,3,0,Obeticholic acid (OCA),FXR,0.0430,0.7907,High
T22638,CCS(=O)(=O)N(Cc1cccnc1)c1cccc(-c2ccc(C#N)cc2)c1,377.47,3.98,74.1,0,4,6,0,Obeticholic acid (OCA),FXR,0.0430,0.923,High
T69644,NC(=O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,344.38,2.5,98.2,2,5,5,0,Obeticholic acid (OCA),FXR,0.0430,0.9751,High
T63119,COc1ccc(C(C)=O)c(Oc2ccc(NC(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)cc2)c1,477.51,5.37,92.3,1,7,10,1,Obeticholic acid (OCA),FXR,0.0430,0.9775,High
T17228,COc1cc(C(=O)c2cnc(-c3c[nH]c4ccccc34)[nH]2)cc(OC)c1OC,377.4,3.81,89.2,2,5,6,0,Obeticholic acid (OCA),FXR,0.0430,0.9818,High
T0782,NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,431.95,2.43,118.7,2,6,5,0,Obeticholic acid (OCA),FXR,0.0430,0.9192,High
T21275,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,403.39,4.09,103.6,0,8,7,0,Obeticholic acid (OCA),FXR,0.0430,0.9694,High
T2355,O=C(O)c1ccc(/C=C2/SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,409.41,4.81,57.6,1,4,3,0,Obeticholic acid (OCA),FXR,0.0430,0.9811,High
T2438,COc1ccc(S(=O)(=O)N(C(C)=O)c2ccccc2/C=C/c2cc[n+]([O-])cc2)cc1,424.48,3.24,90.6,0,5,6,0,Obeticholic acid (OCA),FXR,0.0430,0.8018,High
T3651,Cc1nnsc1C(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1,421.33,4.32,72.7,1,5,3,0,Obeticholic acid (OCA),FXR,0.0430,0.9792,High
T12134,CCOc1ccc2nc3cc(N=Nc4ccc(N)nc4N)ccc3c(N)c2c1,373.42,4.34,137.8,3,8,4,0,Obeticholic acid (OCA),FXR,0.0430,0.9925,High
T21897L,Cc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(OCCN2CCCCC2)cc1,469.59,5.79,70.8,2,5,7,1,Obeticholic acid (OCA),FXR,0.0430,0.6271,High
T73593,O=C(NC(=S)Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccc2ccccc2c1,423.5,5.77,67.2,2,4,3,1,Obeticholic acid (OCA),FXR,0.0430,0.9947,High
T62183,Cc1noc(C)c1C(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1,418.3,4.77,73,1,4,3,0,Obeticholic acid (OCA),FXR,0.0430,0.9739,High
T5414,Cn1cc(-c2cnc3cnn(S(=O)(=O)c4cnc5ccc(-c6cnn(C)c6)cn45)c3c2)cn1,459.5,2.12,117.8,0,7,4,0,Obeticholic acid (OCA),FXR,0.0430,0.9992,High
T15012,COc1cc([C@H]2C(C#N)=C(N)Oc3c2ccc(N)c3N)cc(Br)c1OC,417.26,2.85,129.5,3,7,3,0,Obeticholic acid (OCA),FXR,0.0430,0.9462,High
T32737,CN1Cc2cc(-c3ccc(N)nn3)ccc2[C@H](c2ccc3ccccc3c2)C1,366.47,4.46,55,1,4,2,0,Obeticholic acid (OCA),FXR,0.0430,0.8374,High
T0484,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,397.38,3.27,87.2,1,4,5,0,Obeticholic acid (OCA),FXR,0.0430,0.9733,High
T50079,CCOc1ccc(-c2nc(CSc3nc(N)cc(N)n3)cs2)cc1OC,389.51,3.46,109.2,2,9,7,0,Obeticholic acid (OCA),FXR,0.0430,0.9687,High
T23380,NS(=O)(=O)c1ccc(N2CCN(CC[C@@H]3OCCc4ccccc43)CC2)cc1,401.53,2.16,75.9,1,5,5,0,Obeticholic acid (OCA),FXR,0.0430,0.3448,Low
T40813,[H][C@@]12Cc3cc(OC)cc(O)c3-c3c4c(cc(c31)CCN2)OCO4,311.34,2.54,60,2,5,1,0,Obeticholic acid (OCA),FXR,0.0430,0.7694,High
T5586,Cc1ccc(Nc2c(C(N)=O)cnc3cc(-c4ccncc4)ccc23)cc1C,368.44,4.76,80.9,2,4,4,0,Obeticholic acid (OCA),FXR,0.0430,0.9726,High
T1942,CC(C)Oc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1,380.45,5.4,52.3,0,4,4,1,Obeticholic acid (OCA),FXR,0.0430,0.9897,High
T15649,CC(C)c1c(-c2cnn(C(C)(C)C)c2)nc2c(C#N)c[nH]n2c1=O,324.39,2.64,91.8,1,4,2,0,Obeticholic acid (OCA),FXR,0.0426,0.9925,High
T23889,CCOc1ccc(C2=Nn3c(nnc3-c3ccccc3OC)SC2)cc1,366.45,3.71,61.5,0,6,5,0,Obeticholic acid (OCA),FXR,0.0426,0.9547,High
T12086,NC(CO)(CO)CCc1ccc(Sc2cccc(OCc3ccccc3)c2)cc1Cl,444,4.68,75.7,3,5,10,0,Obeticholic acid (OCA),FXR,0.0426,0.4468,Low
T4335,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2nccn2c1,427.43,3.38,80.5,1,4,5,0,Obeticholic acid (OCA),FXR,0.0426,0.9629,High
T6233,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,376.42,3.34,106.3,3,5,6,0,Obeticholic acid (OCA),FXR,0.0426,0.9289,High
T77606,O=C(c1cc2nc(-c3ccco3)cc(C(F)(F)F)n2n1)N1CCCC1,350.3,3.24,63.6,0,4,2,0,Obeticholic acid (OCA),FXR,0.0426,0.9736,High
T9146,Nc1nc(NCc2ccc(Oc3ccccc3)cc2)nc(-c2c(F)cccc2CO)n1,417.44,4.16,106.2,3,7,7,0,Obeticholic acid (OCA),FXR,0.0426,0.9404,High
T204465,COc1cc(OC)cc(C(=O)Nc2cccc(-c3nc4cccnc4s3)c2)c1,391.45,4.63,73.3,1,6,5,0,Obeticholic acid (OCA),FXR,0.0426,0.9903,High
T60757,COc1ccc2c(c1)NC(=O)CN2c1nc(C)nc2c1CCC2,310.36,2.37,67.3,1,5,2,0,Obeticholic acid (OCA),FXR,0.0426,0.7937,High
T72055,O=c1cc(-c2ccc(OCCOCCNCc3ccccc3)cc2)oc2ccccc12,415.49,4.65,60.7,1,5,10,0,Obeticholic acid (OCA),FXR,0.0426,0.8248,High
T22737,c1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc1,400.48,3.77,51.9,0,5,6,0,Obeticholic acid (OCA),FXR,0.0426,0.9225,High
T9207,O=C1Nc2ccc(C(=O)c3ccco3)cc2/C1=C/c1cc(Cl)c(O)c(Cl)c1,400.22,5.02,79.5,2,4,3,1,Obeticholic acid (OCA),FXR,0.0426,0.9683,High
T9207L,O=C1Nc2ccc(C(=O)c3ccco3)cc2C1=Cc1cc(Cl)c(O)c(Cl)c1,400.22,5.02,79.5,2,4,3,1,Obeticholic acid (OCA),FXR,0.0426,0.965,High
T6207,O=C(NNc1nc2cc(F)ccc2n2cccc12)c1cnccn1,322.3,2.17,84.2,2,5,3,0,Obeticholic acid (OCA),FXR,0.0426,0.994,High
T4078,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,353.4,3.08,64.9,1,5,4,0,Obeticholic acid (OCA),FXR,0.0426,0.836,High
T39389,O=S(=O)(c1ccc(-c2ccsc2)cc1)N1CCN=C1N1CCN(C2CCC2)CC1,430.6,2.95,56.2,0,6,4,0,Obeticholic acid (OCA),FXR,0.0426,0.3979,Low
T40931,NC(=O)c1ccc(-c2cccc(Cn3c(=O)n(O)c(=O)c4sccc43)c2)cc1,393.42,2.28,107.3,2,5,4,0,Obeticholic acid (OCA),FXR,0.0426,0.9827,High
T3654,c1cc(Nc2cc(C3CC3)[nH]n2)nc(Nc2ccc3nc[nH]c3c2)n1,332.37,3.44,107.2,4,6,5,0,Obeticholic acid (OCA),FXR,0.0426,0.9589,High
T6997,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,371.46,2.64,82.3,2,3,3,0,Obeticholic acid (OCA),FXR,0.0426,0.9275,High
T79784,Cc1ccc2c(c1)C(=O)N(c1ccc(NC(=O)c3occc3C)c(F)c1)C2=O,378.36,4.09,79.6,1,4,3,0,Obeticholic acid (OCA),FXR,0.0426,0.9872,High
T7370,CCC(CC)C(c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1,377.52,5.66,55.6,1,5,7,1,Obeticholic acid (OCA),FXR,0.0426,0.9046,High
T11179,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,463.32,3.08,110.8,4,5,4,0,Obeticholic acid (OCA),FXR,0.0426,0.9208,High
T11383,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,375.46,4.89,92.9,3,5,3,0,Obeticholic acid (OCA),FXR,0.0426,0.9874,High
T14502,Cc1cc2c(cc1N1C(=O)c3cccc4c(CCCO)ccc(c34)C1=O)n(C)c(=O)n2C,429.48,3.06,84.5,1,4,4,0,Obeticholic acid (OCA),FXR,0.0426,0.9822,High
T15666,CCCCCCOc1cccc2cc(-c3nnn[nH]3)c(=O)oc12,314.34,2.93,93.9,1,6,7,0,Obeticholic acid (OCA),FXR,0.0426,0.9607,High
T3A2467,COc1ccc2c(c1OC)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3,369.42,2.85,57.2,0,6,2,0,Obeticholic acid (OCA),FXR,0.0426,0.5497,High
T72032,CC(C)c1ccccc1-c1nc(NCc2ccccn2)c2c(ccn2C)n1,357.46,4.77,55.6,1,4,5,0,Obeticholic acid (OCA),FXR,0.0426,0.8979,High
T200964,COc1c(Cl)cccc1Nc1c(-c2ccncc2OC[C@@H]2COCCO2)[nH]c2c1C(=O)NCC2,484.94,3.56,106.7,3,7,7,0,Obeticholic acid (OCA),FXR,0.0424,0.9696,High
T10782,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,329.36,4.06,70.2,3,4,4,0,Obeticholic acid (OCA),FXR,0.0423,0.9869,High
T16384,C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O,354.8,2.92,90.7,2,4,3,0,Obeticholic acid (OCA),FXR,0.0421,0.9673,High
T1895,CNC(=O)c1cc(Oc2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2)ccn1,415.37,4.5,80.3,2,4,5,0,Obeticholic acid (OCA),FXR,0.0421,0.9868,High
T78904,O=C(Nc1ncc(Cc2ccc(F)cc2)s1)c1ccc(-n2cnnn2)cc1,380.41,3.1,85.6,1,6,5,0,Obeticholic acid (OCA),FXR,0.0421,0.9885,High
T5093,N#Cc1ccc(-c2cnc3[nH]cc(NC(=O)c4cccnc4)c3c2)cc1,339.36,3.75,94.5,2,4,3,0,Obeticholic acid (OCA),FXR,0.0421,0.9901,High
T6695,COc1cccc2c1c(O)c(C(=O)N(C)c1ccc(C(F)(F)F)cc1)c(=O)n2C,406.36,3.55,71.8,1,4,3,0,Obeticholic acid (OCA),FXR,0.0421,0.9544,High
T10202,COc1ccc2c(NC(=O)Nc3cccc(C(F)(F)F)n3)ccnc2c1,362.31,4.3,76.1,2,4,3,0,Obeticholic acid (OCA),FXR,0.0421,0.9821,High
T7316,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CCOCC3)c2n1,426.95,3.56,59.3,0,6,3,0,Obeticholic acid (OCA),FXR,0.0421,0.9175,High
T65550,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(C)=O,361.76,4.1,73.3,1,6,4,0,Obeticholic acid (OCA),FXR,0.0421,0.976,High
T9203,C=CC(=O)Nc1cccc(C(=O)Nc2ccc(NC(=O)c3cccc(-c4cc[nH]n4)n3)cc2)c1,452.47,4.1,128.9,4,5,7,0,Obeticholic acid (OCA),FXR,0.0421,0.9943,High
T11538,NC(=S)n1nc(-c2ccc([N+](=O)[O-])cc2)c(/N=N/c2cccc(Cl)c2)c1O,402.82,4.32,131.9,2,7,4,0,Obeticholic acid (OCA),FXR,0.0421,0.9979,High
T1551,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,301.39,2.81,85.3,4,3,7,0,Obeticholic acid (OCA),FXR,0.0421,0.5987,High
T60680,CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12,301.39,2.81,85.3,4,3,7,0,Obeticholic acid (OCA),FXR,0.0421,0.556,High
T10221,CNCc1cn(S(=O)(=O)c2cccc(F)c2)c(-c2ccc(F)cc2F)c1OC,410.42,3.54,60.3,1,4,6,0,Obeticholic acid (OCA),FXR,0.0421,0.8627,High
T16398,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,413.17,3.28,149.5,2,8,3,0,Obeticholic acid (OCA),FXR,0.0421,0.9869,High
T5351L,CC(C)NCCCn1c(Sc2cc(Cl)cc(Cl)c2)nc2c(N)ncnc21,411.36,4.25,81.7,2,6,7,0,Obeticholic acid (OCA),FXR,0.0421,0.8926,High
T4444,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,358.44,3.88,76.8,2,4,6,0,Obeticholic acid (OCA),FXR,0.0421,0.7162,High
T11394,O=C1CN(c2cn[nH]c(=O)c2Cl)CCN1Cc1ccccc1C(F)(F)F,386.76,2.29,69.3,1,4,3,0,Obeticholic acid (OCA),FXR,0.0421,0.9147,High
TN1037,COc1cc2c(cc1O)CC[n+]1cc3c4c(ccc3cc1-2)OCO4,322.34,2.79,51.8,1,4,1,0,Obeticholic acid (OCA),FXR,0.0421,0.2748,Low
T12856,N#CC(CCCN1CCN(N=Cc2cccnc2)CC1)(c1ccccc1)c1ccccc1,423.56,4.32,55.5,0,5,8,0,Obeticholic acid (OCA),FXR,0.0421,0.4813,Low
T24835,CCN(CC)c1ccc2nc3c4ccccc4c(=Nc4ccncc4)cc-3oc2c1,394.48,5.56,54.5,0,5,4,1,Obeticholic acid (OCA),FXR,0.0421,0.9726,High
T22430,Cc1nn(-c2ccnc(Nc3ccc(-c4csc5c(=O)cc(N6CCOCC6)oc45)cc3)n2)cc1CN1CCC1,555.66,4.59,101.6,1,10,7,1,Obeticholic acid (OCA),FXR,0.0420,0.9863,High
T8754,Cc1c(-c2ncco2)sc2[nH]c(=O)n(C(C)(C)C(=O)OC(C)(C)C)c(=O)c12,391.45,2.79,107.2,1,7,3,0,Obeticholic acid (OCA),FXR,0.0417,0.9604,High
T0093,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,464.83,5.55,92.4,3,4,5,1,Obeticholic acid (OCA),FXR,0.0417,0.9887,High
T2512,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,396.45,3.99,105.8,3,6,6,0,Obeticholic acid (OCA),FXR,0.0417,0.974,High
T61122,O=C(c1nc(-c2cccc3[nH]ccc23)no1)N1CCc2ccccc2C1,344.37,3.42,75,1,4,2,0,Obeticholic acid (OCA),FXR,0.0417,0.9726,High
T16514,COc1ccc(Cl)c(-c2ccc(NC(=O)c3ccnn3C)nc2N)c1,357.8,2.98,95.1,2,5,4,0,Obeticholic acid (OCA),FXR,0.0417,0.9812,High
T8950,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O,391.47,3.27,100.5,3,7,7,0,Obeticholic acid (OCA),FXR,0.0417,0.9084,High
T9999,COc1ccccc1C(=O)Nc1cccc(-c2cn3ccsc3n2)c1,349.42,4.32,55.6,1,4,4,0,Obeticholic acid (OCA),FXR,0.0417,0.9776,High
T30232,O=C(Nc1c(Cl)cncc1Cl)C(=O)c1cn(Cc2ccc(F)cc2)c2ccc(O)cc12,458.28,5.06,84.2,2,4,5,1,Obeticholic acid (OCA),FXR,0.0417,0.9763,High
T1991,Cc1cc(F)c(Nc2ncnc3cc(OCc4ccccc4)ccc23)cc1O,375.4,5.11,67.3,2,5,5,1,Obeticholic acid (OCA),FXR,0.0417,0.9498,High
T6024,Cc1nc2ccc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)cc2[nH]1,356.39,3.35,105.4,3,4,3,0,Obeticholic acid (OCA),FXR,0.0417,0.9897,High
T36008,COc1ccccc1Oc1c([N-]S(=O)(=O)/C=C/c2ccccc2)nc(-c2ncccn2)nc1OC,490.52,4.75,127.5,0,9,9,0,Obeticholic acid (OCA),FXR,0.0417,0.9983,High
T87339,Cc1c(C#Cc2nc(C(N)=O)n(-c3cccnc3)c2C)ccnc1Cl,351.8,2.43,86.7,1,4,2,0,Obeticholic acid (OCA),FXR,0.0417,0.9536,High
T8467,NC(=O)c1ccc(-c2cnn3ccc(NCc4cccnc4)nc23)cc1,344.38,2.5,98.2,2,5,5,0,Obeticholic acid (OCA),FXR,0.0417,0.9781,High
T30798,CN(C)CCCOc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1,409.51,3.88,75.3,1,5,7,0,Obeticholic acid (OCA),FXR,0.0417,0.8679,High
T12730,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cccc4c(N)nccc34)cc2)no1,401.47,5.41,106.1,3,5,3,1,Obeticholic acid (OCA),FXR,0.0417,0.9862,High
T12080,O=C(NN=Cc1ccc(Sc2ccccn2)o1)c1cccc(F)c1,341.37,3.73,67.5,1,5,5,0,Obeticholic acid (OCA),FXR,0.0417,0.9589,High
T12019,Cc1cc(N(C)C)ccc1-c1nc2cc(-c3nc4cc(N5CCN(C)CC5)ccc4[nH]3)ccc2[nH]1,465.61,4.9,67.1,2,5,4,0,Obeticholic acid (OCA),FXR,0.0417,0.9406,High
T62174,COc1cc(C(=O)Nc2ccc(-c3cn4cccc(C)c4n3)cc2)cc(OC)c1OC,417.47,4.59,74.1,1,5,6,0,Obeticholic acid (OCA),FXR,0.0417,0.9899,High
TQ0160,[H][C@]1([C@@]2([H])c3cc4c(cc3CCN2C)OCO4)OC(=O)c2c1ccc(OC)c2OC,383.4,2.87,66.5,0,7,3,0,Obeticholic acid (OCA),FXR,0.0417,0.7309,High
