Rank,ID,SMILES,Score
308,T0390,NC(=O)c1ccc([N+](=O)[O-])cc1Cl,0.7183
309,T5057,NC(COP(=O)(O)O)C(=O)O,0.7183
310,T6871,N[C@@H](CCC(=O)O)C(=O)[O-].[Na+],0.7178
311,T6370,Cl.NCCc1ccc(S(=O)(=O)F)cc1,0.7178
312,TN1927,CCC(=O)c1cc2c(cc1OC)OCO2,0.7178
313,TN9339,Cc1ccc(O)cc1[N+](=O)[O-],0.7173
314,T1376,Cc1cc(C#N)c(N)s1,0.7173
315,T203943,CC1CC(=O)CC(C)(C)C1=O,0.7173
316,T21108,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,0.7168
317,T23213,Cc1cccc(C)c1NC(=O)C[N+](C)(C)C.[Cl-],0.7168
318,T10164,Oc1cc2cc[nH]c2cc1O,0.7168
319,T28222,CN1C(=O)NC(=O)C1O,0.7168
320,T2977,COc1cc(C=O)ccc1OC(C)=O,0.7168
321,T1445,COc1ccc2cccc(CCNC(C)=O)c2c1,0.7163
322,T66826,Cl.NCCCCC(N)C(=O)O,0.7163
323,T2221,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.7163
324,T19538,C[C@@H](O)CCO,0.7163
325,TN7222,COc1ccc(C(C)=O)c(OC)c1OC,0.7163
326,T3088,CCN1C(=O)C=CC1=O,0.7163
327,TN6468,CN1[C@@H]2CC(=O)C[C@H]1[C@H](O)C2,0.7158
328,T16712,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCS,0.7158
329,T23930,N[C@@H](CS(=O)(=O)O)C(=O)O,0.7158
330,T77702,O=C=Nc1ccc(Cl)c(C(F)(F)F)c1,0.7158
331,T21283,Cc1cc(O)ccc1[N+](=O)[O-],0.7158
332,TN1596,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.7158
333,T19415,O=P(O)(O)CP(=O)(O)O,0.7153
334,T36894,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1Br,0.7148
335,TN9711,CCc1cc2ccccc2[nH]1,0.7148
336,T0638,Cc1ncc([N+](=O)[O-])[nH]1,0.7148
337,T22348,O=C(O)C1CCNCC1,0.7144
338,T0662,O=c1[nH]c2ccccc2[nH]1,0.7144
339,T7438,COc1cc(O)cc(OC)c1,0.7144
340,T7125,CCCCc1ccc(O)cc1O,0.7144
341,T2894,O=C1OC(=O)C2C3CCC(O3)C12,0.7139
342,T6308,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)C=C2,0.7139
343,T10152,CNc1c(C)n(C)n(-c2ccccc2)c1=O,0.7139
