name,smiles,max_tc,DrugCLIP_Target,DrugCLIP_Score,active_score,toxicity_score,recommend_score
T60133,Cc1ccc(N2CCOCC2)cc1-c1cc(Oc2ccc(C#N)cc2)[nH]n1,0.267400,SCD,0.142500,0.194673,0.705608,0.057310
T60033,COc1ccc(-c2csc(NC(=O)c3ccc(OCC(=O)N4CCOCC4)cc3)n2)cc1,0.266700,PPARG,0.434800,0.155128,0.667547,0.051573
T72076,O=C(O)CCc1nn(Cc2ccc(Cl)cc2Cl)c2cc(C(F)(F)F)ccc12,0.265100,PPARG,0.410400,0.132159,0.530701,0.062022
T85508,CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(NC3CCN(C(=O)c4cccc(Cl)c4F)CC3)n2)CC1,0.264700,THRSP,0.419400,0.346061,0.787895,0.073401
T9041,CC(C)(C)c1ccc(C(=O)Nc2ccc(C(=O)NO)cc2)cc1,0.264200,AOC3,0.437000,0.296056,0.827780,0.050987
T77495,O=S(=O)(c1cc(Cl)ccc1Cl)n1cnc2ccccc21,0.263900,NR1H3,0.552700,0.070816,0.824669,0.012416
T6829,CC(C)(c1ccc(OCC(O)CO)cc1)c1ccc(OCC(O)CCl)cc1,0.263200,SCD,0.355200,0.142928,0.684059,0.045157
T6S0107,[H][C@@]12CC[C@]3([H])[C@](C)(O)[C@]4([H])CC[C@H](C)CN4C[C@@]3([H])[C@]1([H])C[C@@]1([H])[C@@]2([H])C[C@H](O)[C@@]2([H])C[C@@H](O)CC[C@]12C,0.263200,PPARG,0.216700,0.034734,0.715234,0.009891
T8430,CN1CCN(C(=O)c2ccc3cc(CCNc4ncnc5ccc(C#N)cc45)ccc3c2)CC1,0.263200,RXRG,0.392100,0.321161,0.858962,0.045296
TN1807,[H][C@@]12CC[C@]3([H])[C@](C)(O)[C@]4([H])CC[C@H](C)CN4C[C@@]3([H])[C@]1([H])C[C@@]1([H])[C@@]2([H])C[C@@H](O)[C@@]2([H])C[C@@H](O)CC[C@]12C,0.263200,PPARG,0.241800,0.034734,0.715234,0.009891
T28502,CC(C)(c1ccc(OC[C@H](O)CO)cc1)c1ccc(OC[C@H](O)CCl)cc1,0.263200,SCD,0.407700,0.130753,0.598649,0.052478
T62702,CN1CCN(C(=O)c2ccc3cc(CCNc4ccnc5ccc(C#N)cc45)ccc3c2)CC1,0.263200,NR1H4,0.278300,0.313512,0.855756,0.045222
T3151,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.262500,PPARG,0.346400,0.064366,0.546263,0.029205
T5514,CC(C)[C@@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.262500,RXRG,0.378900,0.064366,0.546263,0.029205
T36292,[H][C@@]12CC=C3C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@@H](O)CC(O)(C(F)(F)F)C(F)(F)F,0.262500,SCD,0.209800,0.070662,0.479585,0.036774
TN1589,CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@@]56[C@@H](O)CCC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1,0.261400,,,0.126593,0.667566,0.042084
T3492,COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,0.260900,RXRB,0.169200,0.243029,0.808024,0.046656
T7367,Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N,0.260900,ACACA,0.372600,0.304941,0.767776,0.070815
T9824,COc1ccccc1NC(=O)c1ccc(COc2ccc(C(C)(C)C)cc2)o1,0.260900,AOC3,0.279100,0.199689,0.572202,0.085427
T84300,CC(=O)N1CCc2c(C(=O)N3CCC(c4ccc(F)c(F)c4C(F)(F)F)CC3)n[nH]c2C1,0.260900,RXRA,0.284900,0.213460,0.521414,0.102159
T23133,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,0.260000,PPARG,0.683100,0.170841,0.646589,0.060377
T2379,O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1,0.259300,PPARG,0.281700,0.169572,0.681913,0.053939
T3231,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,0.258800,GPAM,0.189600,0.305257,0.821210,0.054577
T12064,NC(=O)c1cccc2cn(-c3ccc([C@H]4CCCNC4)cc3)nc12,0.258800,SCD,0.206400,0.305257,0.821210,0.054577
T22988,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,0.258800,SCD,0.199800,0.296285,0.817491,0.054075
T1552,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,0.257600,PPARG,0.313000,0.134651,0.690750,0.041641
T11501,CNC(=O)c1ccc2c(c1)ncn2-c1ccc(CC(=O)OC(C)(C)C)cc1,0.257100,PPARD,0.331800,0.189840,0.658092,0.064908
T60184,O=C(O)CCc1ccc(C#Cc2cc(Cl)nc(Cl)c2)cc1,0.257100,PPARD,0.273900,0.101089,0.683733,0.031971
T12010,Cc1cc(Nc2cc(N3CC(F)(C4CC4)C3)nc(O[C@H]3CCN(C(=O)c4cc(Cl)ccc4F)C3)n2)n[nH]1,0.257100,THRSP,0.383800,0.358036,0.748208,0.090151
TQ0170,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@@H](c5ccc(=O)oc5)[C@@H](O)[C@H]5O[C@@]534)[C@@]1(C)CC[C@H](O)C2,0.256100,NR1H3,0.383800,0.137513,0.624153,0.051684
T8701,Cc1ccc(C)c(OCCNC2CCN(C(=O)c3ccncc3)CC2)c1,0.255800,NR1H4,0.421600,0.186740,0.681480,0.059480
T14676,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1ccc(C(=O)O)cn1)C[C@H]2c1ccc(C#N)cc1,0.255100,PPARG,0.481700,0.219601,0.683836,0.069430
T1402,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0.254500,PPARA,0.489300,0.084346,0.816552,0.015473
T1149,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,0.254200,SCD,0.340600,0.099734,0.792333,0.020712
T1873,CC(C)(C)c1ccc(C(=O)NC(=S)Nc2ccc(N)cc2)cc1,0.254200,PPARG,0.424100,0.187300,0.744386,0.047876
T2257,O=C(COc1ccc(C(=O)c2ccccc2)cc1)NC1CCN(Cc2ccccc2)CC1,0.253700,PPARG,0.151000,0.215640,0.612529,0.083554
T2108,CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1,0.253500,SCD,0.234400,0.123856,0.683388,0.039214
T3494,COC(=O)c1ccc(O)c(NC(=O)COc2ccc(C3C4CC5CC(C4)CC3C5)cc2)c1,0.253500,PPARG,0.419900,0.184239,0.490416,0.093885
T87651,C[C@H](CO)NC(=O)c1ccc2c(Oc3ccc(C(F)(F)F)cc3)cccc2c1,0.253500,PPARG,0.233900,0.167586,0.584318,0.069662
T2052,COc1ccc(CCC(=O)Nc2nc3ccc(Cl)cc3s2)cc1OC,0.253000,PPARG,0.445800,0.149009,0.556024,0.066156
T9090,COc1cccc(OC)c1C(=O)N1CCC(c2nc(-c3ccc(C)cc3)no2)CC1,0.252900,PPARG,0.326700,0.183649,0.563283,0.080203
T5687,[H][C@@]12C[C@H]3O[C@]34[C@@H](O)C=CC(=O)[C@]4(C)[C@@]1([H])CC[C@]1(C)[C@@H]([C@H](C)[C@@]3([H])CC(C)=C(CO)C(=O)O3)CC[C@@]21[H],0.252700,NR1H3,0.257300,0.132080,0.729308,0.035753
T15621,CS(=O)(=O)CCCn1c(Cn2c(=O)n(CC(F)(F)F)c3ccncc32)cc2cc(Cl)ccc21,0.252700,PPARG,0.673800,0.309145,0.560439,0.135888
T10855,CC(C)c1cc(Oc2c(I)cc(CC3NC(=O)NC3=O)cc2I)ccc1O,0.252700,ACACA,0.173700,0.236382,0.647806,0.083252
T2484,COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,0.250000,AOC3,0.384800,0.250139,0.607586,0.098158
T4191,O=C(NCCO)c1ccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)cc1,0.250000,AOC3,0.477500,0.187914,0.586822,0.077642
TQ0047,O=C(O)CCCN1CCC[C@H]1COc1ccc(Oc2ccc(Cl)cc2)cc1,0.250000,NR1H3,0.172500,0.090023,0.753958,0.022149
T21640,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,0.250000,PPARG,0.086500,0.152861,0.668895,0.050613
T60130,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,0.250000,RXRG,0.318600,0.202991,0.444869,0.112686
T15049,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,0.250000,PPARG,0.252400,0.064860,0.749867,0.016224
T36196,CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,0.250000,PPARG,0.373800,0.180758,0.694414,0.055237
T77334,COc1ccc(-c2cc(C(=O)NCc3ccc(C(=O)NO)cc3)ccn2)cc1,0.250000,AOC3,0.336400,0.267693,0.697654,0.080936
T77552,O=C(Nc1ccc2ncsc2c1)c1ccc(-c2ccc(O)cc2)o1,0.250000,PPARG,0.347900,0.126756,0.661158,0.042950
T61270,CCCCCc1ccc(OCC(=O)Nc2cccc(C(=O)OC)c2)cc1,0.250000,PPARG,0.337600,0.159907,0.540735,0.073440
T84285,COc1ccc(C(=O)COc2ccc(N3C(=O)C4C5C=CC(C6CC56)C4C3=O)cc2)cc1,0.250000,PPARG,0.530300,0.184241,0.582901,0.076847
TN1269,[H][C@@]12C[C@@]3([H])O[C@]34[C@@H](O)[C@@H](OC)CC(=O)[C@]4(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)[C@@]1([H])CC(C)=C(CO)C(=O)O1,0.250000,PPARD,0.279300,0.128252,0.666907,0.042720
T83615,CCOc1cc(CN2CCC3(CC2)CN(c2ccc(C(=O)O)cc2)C(=O)N3)c(C2CC2)cc1C,0.247400,XPR1,0.283200,0.100648,0.754966,0.024662
T6514,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,0.247300,PPARG,0.265900,0.271091,0.635252,0.098880
T21395,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,0.247300,ACACA,0.421100,0.153938,0.654873,0.053128
T67950,Cc1noc(C)c1COc1ccccc1C(=O)Nc1ccccc1Cl,0.247300,NR1H3,0.484100,0.104278,0.612394,0.040419
T12323,CC(=O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)[nH]n1,0.247200,PPARA,0.286400,0.300348,0.629643,0.111236
T3432,CC(=O)[C@H]1[C@H]2O[C@]23[C@@H]2CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]2CC[C@]3(C)[C@H]1c1ccc(=O)oc1,0.247100,NR1H3,0.454300,0.141758,0.715961,0.040265
T5505,Cc1ccc2c(c1CCC(=O)O)CC[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C2,0.247100,PPARG,0.255100,0.069401,0.694910,0.021174
T14566,CC(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,0.247100,RXRG,0.223000,0.246161,0.542680,0.112574
T12229,O=C(O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,0.247100,PPARG,0.420700,0.205710,0.759025,0.049571
T4A2458,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@]132,0.246900,NR1H3,0.432600,0.115449,0.624355,0.043368
T73444,O=C(CCS(=O)(=O)c1ccc(Cl)cc1)Nc1nc(-c2ccncc2)cs1,0.246900,PPARG,0.255600,0.213729,0.600956,0.085287
T3135,O=S(=O)(c1ccc(Cl)cc1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,0.246800,AOC3,0.312500,0.239229,0.662392,0.080766
T3587,CCOC(=O)c1cc2ccccc2n1S(=O)(=O)c1ccc(C)cc1,0.246800,AOC3,0.267600,0.114655,0.660887,0.038881
T61107,O=C(O)Cc1sc2nc3ccccc3n2c1-c1ccc(Cl)cc1,0.246800,PPARD,0.594700,0.101194,0.748087,0.025492
T36682,CC(C)(C)NS(=O)(=O)c1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2ccc(F)cc2)cc1,0.246600,AOC3,0.300800,0.263582,0.538325,0.121689
T210506,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1Cl,0.246400,AOC3,0.408900,0.105441,0.773119,0.023922
T7349,C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,0.246200,THRSP,0.431900,0.214103,0.540113,0.098463
T88677,O=C(COc1ccc(Br)cc1)Nc1ccc2nc[nH]c2c1,0.246200,GPAM,0.482900,0.181004,0.528770,0.085295
T67783,O=C(COc1ccc(Cl)c(F)c1)N[C@H]1CC[C@H](NC(=O)COc2ccc(Cl)c(F)c2)CC1,0.245900,NR1H3,0.325000,0.232121,0.531174,0.108824
T5605,CNC[C@@H](O)COc1ccc(Cl)c(-c2nc(-c3c(C)noc3C)c(C)c(N3CC4(CCN(C(=O)OC)CC4)C3)n2)c1,0.245800,XPR1,0.314200,0.255692,0.581979,0.106885
T8140,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,0.244200,SCD,0.377400,0.123483,0.677300,0.039848
T10537,Nc1ccc(C2CCN(C(=O)c3ccc(Oc4ccc(C(F)(F)F)cc4)cc3)CC2)nn1,0.244200,NR1H3,0.230300,0.290166,0.662369,0.097969
TN7130,[H][C@@]12C[C@H](O)[C@@]3([H])C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CC[C@@H](C)CO3)[C@@H](C)[C@]12[H],0.243600,THRB,0.428000,0.061505,0.596862,0.024795
T38227,CCCCOc1ccc(C(=O)NN2C(=O)c3ccccc3NC2c2ccc(OC)cc2)cc1,0.243200,THRSP,0.283200,0.284276,0.703843,0.084190
T2408,C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,0.242900,PPARG,0.263700,0.114882,0.692211,0.035359
T8976,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,0.242900,THRSP,0.315200,0.283964,0.833152,0.047379
T12937,O=C(COc1ccc(S(=O)(=O)NCCc2ccccc2)cc1)NCc1ccc(Br)cc1,0.242900,NR1H4,0.357200,0.208700,0.508630,0.102549
T84314,CCOc1ccccc1NC(=O)c1cc(Cl)ccc1NC(=O)c1ccc(OC)cc1,0.242900,MLXIPL,0.227100,0.111235,0.701685,0.033183
T4466,COC(=O)c1ccccc1C(=O)c1ccc(OCCN2CCCCC2)cc1,0.242400,PPARG,0.155600,0.078981,0.807072,0.015238
T6651,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,0.242400,RXRG,0.273200,0.110958,0.480201,0.057676
T67850,C[C@@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,0.242400,GPAM,0.372600,0.219798,0.540040,0.101098
T24154,Cc1ccc(S(=O)(=O)NC(=O)COc2ccc3ccccc3c2)c(C)c1,0.242400,PPARG,0.228500,0.197635,0.601967,0.078665
T77511,N#Cc1ccc(NC2(C(=O)N3CCN(c4ccc(C(F)(F)F)cc4)CC3)CCCC2)cc1,0.241400,AOC3,0.380400,0.284651,0.622623,0.107421
T71649,N#CCC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,0.241400,PPARG,0.356700,0.143392,0.617181,0.054893
T6810,COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCOCC2)c2ccccc12,0.241100,PPARG,0.348600,0.284174,0.550038,0.127868
T2053,O=C(c1ccc(F)cc1)N1CCC[C@H](c2nc(-c3ccc(F)cc3)no2)C1,0.241000,PPARA,0.444300,0.224817,0.582155,0.093939
T2625,O=C(O)CC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.241000,SCD,0.434600,0.130379,0.508800,0.064042
T4074,CC(C)S(=O)(=O)c1ccc2nccc(Nc3ccc4scnc4c3)c2c1,0.241000,ACACA,0.350600,0.225077,0.786119,0.048140
T13441,O=C(c1ccc(F)cc1)N1CCC[C@@H](c2nc(-c3ccc(F)cc3)no2)C1,0.241000,PPARA,0.424600,0.224817,0.582155,0.093939
T23601,Cc1ccc(Nc2nc(N)c(C(=O)c3ccc(C#N)cc3)s2)cc1,0.241000,AOC3,0.167000,0.181105,0.744598,0.046255
T14077,O=C(O)C[C@H]1CC[C@H](c2ccc(-c3cc(C(F)(F)F)[nH]n3)cc2)CC1,0.241000,ACACA,0.216700,0.198851,0.456504,0.108075
T4339,COc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCc3ccc(Cl)cn3)cc2)cc1,0.240000,PPARG,0.237700,0.243310,0.589519,0.099874
T39654,Cc1c(-c2[nH]c3ccc(C4CCN(CC(N)=O)CC4)cc3c2C(C)C)cn2ncnc2c1C,0.240000,PPARG,0.318400,0.351459,0.659648,0.119620
T9888,Nc1cccc(CNC(=O)c2ccc(Oc3ccc(OCc4cccc(F)c4)cc3)nc2)c1,0.240000,AOC3,0.357700,0.198315,0.562335,0.086796
T22826,COc1ccccc1NC(=O)OCC1CCN(C(=O)OC(C)(C)C)CC1,0.240000,PPARG,0.509300,0.091098,0.639371,0.032852
T16403,COc1cccc(-c2nc(SC)nc3sc(C(=O)NC(C)(C)C)c(N)c23)c1,0.240000,AOC3,0.291500,0.182478,0.718860,0.051302
T37113,Cc1ccc(NC(=O)c2cccc(OCc3c(C)noc3C)c2)cc1S(N)(=O)=O,0.240000,PPARG,0.232500,0.176100,0.669661,0.058173
T13389,COc1ccc(C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C)C(C)C)cc1,0.240000,AOC3,0.267800,0.274258,0.481986,0.142070
T3715,[H][C@]12CN(Cc3ccc(C(=O)O)cc3)[C@]([H])(CN1Cc1ccc(Oc3ccc(-c4ncco4)cc3)cc1)C2,0.239600,RXRG,0.349600,0.134275,0.601485,0.053510
T15430,CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1,0.239600,PPARG,0.167800,0.318918,0.618268,0.121741
T15388,C[C@]1(C(=O)N(CCCC(=O)O)Cc2cccc(Cl)c2)CCN1C(=O)c1csc2ccccc12,0.239600,PPARG,0.511200,0.194328,0.590502,0.079577
T61304,CCOc1cccc(-c2ccc3c(NC(=O)c4ccccc4)n[nH]c3c2)c1,0.239400,PPARG,0.415500,0.209843,0.690821,0.064879
T5347,Cc1nn(C)cc1CN1CCC(c2ccc(C(=O)Nc3ccccc3N)cc2)CC1,0.239100,RXRB,0.295200,0.271435,0.648085,0.095522
TN1205,[H][C@@]12C[C@H](O)[C@]3(O)[C@@H](O)C=CC(=O)[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)[C@@]1([H])CC(C)=C(CO)C(=O)O1,0.239100,NR1H3,0.312000,0.113013,0.674027,0.036839
T5009,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,0.238800,PPARG,0.329800,0.120418,0.663952,0.040466
T77763,CCOC(=O)c1cc([N+](=O)[O-])c(Oc2ccc(C(=O)OC)cc2)s1,0.238800,XPR1,0.231100,0.064593,0.792100,0.013429
T15485,Cc1ccc(C)c(CSc2nc(C3CCCC3)c(C#N)c(=O)[nH]2)c1,0.238600,RXRA,0.474400,0.141414,0.676115,0.045802
T9733,Nc1nc(SCc2ccc(Cl)cc2)nn1S(=O)(=O)c1ccc2c(c1)CCO2,0.238600,PPARG,0.325400,0.168770,0.698201,0.050935
T9887,CCOC(=O)c1c(C)nc(-c2cccc(C#N)c2)n1OCc1ccc(C#N)cc1,0.238600,AOC3,0.204800,0.145757,0.588272,0.060012
T13226,COc1ccc(C(=O)N2c3ccccc3Oc3cc(C#N)ccc32)cc1,0.238100,AOC3,0.495600,0.105996,0.789537,0.022308
T78558,Cc1nccnc1-c1nn2c(=O)cc(-c3ccc(C4CCCCC4)cc3)[nH]c2c1C(=O)N1CC(CF)C1,0.237600,NR1H3,0.403600,0.365438,0.778654,0.080888
T20920,CC12CCC(O)CC1CCC1C2CCC2(C)C(O)(C3=CC(=O)OC3)CCC12O,0.237500,NR1H3,0.525400,0.026076,0.799367,0.005232
T67804,CCn1c(C(=O)c2cc(C)cc(C#N)c2)c(C(C)C)c(=O)[nH]c1=O,0.237500,GPAM,0.352800,0.210349,0.652901,0.073012
T24741,O=S(=O)(Nc1nc2ccc(Cl)cc2s1)c1csc2ccccc12,0.237500,AOC3,0.509300,0.094088,0.924857,0.007070
T1919,CC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,0.237300,PPARG,0.329800,0.212561,0.690910,0.065700
T26723,Cc1cc(C)c(-c2cn(C)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,0.236800,PPARG,0.100700,0.240573,0.522300,0.114922
T210450,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.236800,PPARG,0.161700,0.073086,0.693376,0.022410
TN1326,[H][C@@]12C[C@H](Cl)[C@]3(O)[C@@H](O)C=CC(=O)[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)[C@@]1([H])CC(C)=C(CO)C(=O)O1,0.236600,NR1H3,0.287400,0.109264,0.770911,0.025031
T12431,N#Cc1ccc(COc2cccc(C3CCN(Cc4nc5ccc(C(=O)O)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,0.236400,RXRG,0.441700,0.284668,0.556846,0.126152
T7948,CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3cc(OC(F)F)ccc3c2)CC1,0.236100,PPARG,0.360600,0.266837,0.514874,0.129449
T3632,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,0.236000,PPARA,0.229600,0.143044,0.606930,0.056226
T19626,CCOC(=O)[C@H](C)N[C@@H](Cc1ccc(-c2cccc(Cl)c2)cc1)C(=O)O,0.236000,THRSP,0.235500,0.116979,0.503536,0.058076
T13268,O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1,0.236000,THRSP,0.499500,0.225038,0.594652,0.091219
T11234,Cc1ccc(C)c(CSc2nc(=O)c(C#N)c(C3CCCCC3)[nH]2)c1,0.236000,RXRG,0.464800,0.141463,0.678434,0.045490
T60773,CCCC(=O)c1cc(F)ccc1OCC(O)CNC(C)(C)C,0.235300,THRSP,0.165000,0.099730,0.707577,0.029163
T3536,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,0.234700,GPAM,0.255900,0.129093,0.642569,0.046142
T1719,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O,0.234600,NR1H3,0.490200,0.062722,0.662544,0.021166
T1077,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,0.234400,GPAM,0.318100,0.076649,0.569302,0.033013
T13464,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.234200,THRSP,0.278800,0.209769,0.563581,0.091547
T13464L,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.234200,PPARG,0.387500,0.209769,0.563581,0.091547
T7163,Cc1nc2ccc(C(=O)N3CCC4(CC3)CC(=O)c3c(cnn3C(C)C)C4)cc2[nH]1,0.234000,THRSP,0.588900,0.322735,0.621084,0.122289
T10877,O=C(Cc1c(F)cccc1F)Nc1cc(OCc2ccc(Cl)cc2)ccn1,0.234000,PPARG,0.393300,0.231938,0.585254,0.096195
T0239,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,0.233800,AOC3,0.653300,0.116453,0.724037,0.032137
T10883L,CN(C)CCOc1ccc2[nH]c(C(=O)NCC#Cc3ccc(C(=O)NO)cc3)cc2c1,0.233800,PPARG,0.314700,0.190050,0.777416,0.042302
T19803,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,0.233300,GPAM,0.516100,0.067971,0.794847,0.013944
T68092,O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1,0.233300,NR1H3,0.479700,0.258008,0.554121,0.115040
T27808,COC(=O)C[C@@H]1C[C@@H](COc2ccc(-c3ccc(C(=N)NC(=O)OC)cc3)cc2)NC1=O,0.232900,RXRG,0.343500,0.235989,0.501983,0.117527
T62238,CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1ccc(OCc2ccc(C#N)cc2)cc1,0.231900,AOC3,0.383500,0.168850,0.655747,0.058127
T78157,NC(=O)c1ccccc1OCc1cccc(NC(=O)c2ccc(Br)cc2)c1,0.231900,AOC3,0.232300,0.176172,0.489322,0.089967
T2309,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O,0.231700,THRSP,0.240400,0.256068,0.698370,0.077238
T8536,Cc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1Cl,0.231700,RXRA,0.326400,0.197244,0.700224,0.059129
T13166,O=C(CC1(O)C(=O)Nc2c(Cl)ccc(Cl)c21)c1ccc(C2CC2)cc1,0.231700,PPARG,0.367400,0.186617,0.678044,0.060083
T9604,[H][C@@]12CCc3cc(O)ccc3[C@@]1([H])CC[C@]1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]21[H],0.231700,SCD,0.283400,0.041044,0.699993,0.012314
T5056,Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1,0.231600,AOC3,0.405300,0.216354,0.649166,0.075904
T15018,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1sc(-c2ncco2)nc1-c1ccccc1)C1CCCCC1,0.231400,THRSP,0.272900,0.293877,0.515653,0.142339
T2246,COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,0.230800,ACACA,0.270800,0.347227,0.842355,0.054739
