Rank,ID,SMILES,Score
226,TN9661,CCC(C)c1ccccc1O,0.6870
227,TN6710,COC(=O)c1ccccc1OC(C)=O,0.6865
228,T0898,Cc1cc(O)cc(C)c1Cl,0.6865
229,T203938,COC(=O)CCCSC,0.6865
230,T8193,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,0.6860
231,T37981,Cc1cc(C)c(C=O)c(C)c1,0.6860
232,TN6822,COc1cc(C)cc(OC)c1,0.6860
233,T0544,ClC(Cl)(c1ccccc1)c1ccccc1,0.6860
234,T0257,[O-][n+]1cccc(CO)c1,0.6860
235,TN1243,Nc1cc2ccccc2oc1=O,0.6855
236,TN9476,COc1cccc(O)c1OC,0.6846
237,TN9217,COc1ccc(OC)c(C=O)c1,0.6846
238,TN9299,Cc1cc(C)nc(C)c1,0.6836
239,T0973,Cc1ncc(CO)c(CO)c1O,0.6836
240,TN9310,Cc1cccc(C(C)C)c1N,0.6831
241,TN9545,Cc1ccnc(C)n1,0.6826
242,T8105,O=Cc1c[nH]c2ccccc12,0.6821
243,T8860,Ic1cccc2cnccc12,0.6816
244,TD0092,Oc1cc(O)c2ccccc2c1,0.6816
245,T6187,Cn1sc(=O)n(Cc2ccccc2)c1=O,0.6816
246,T206016,CCn1cnc2ccccc21,0.6812
247,T0315,CC(=O)Nc1ccc(C(=O)O)cc1,0.6812
248,T1342,O=C(CCCl)c1ccccc1,0.6812
249,TN9293,Cc1ccc(C)c(N)c1.Cl,0.6812
250,T7934,Cc1ccc2ccc(=O)oc2c1,0.6812
251,T1376,Cc1cc(C#N)c(N)s1,0.6807
252,TN7202,Clc1c[nH]c2cc(Br)ccc12,0.6807
253,T7034,IC12CC3CC(CC(C3)C1)C2,0.6807
254,T66200,CN1CC(=O)Nc2ccc(F)cc2C1=O,0.6807
255,T18971,O=C1c2ncccc2-c2cccnc21,0.6807
256,T0246L,CNCCc1ccccn1.CS(=O)(=O)O.CS(=O)(=O)O,0.6802
257,TYD-00519,COc1cc(C=O)cc(OC)c1,0.6797
258,TN9470,Cc1cccc2c1CCC2=O,0.6797
259,T7439,COc1cccc(C(N)=O)c1,0.6797
260,T4108,c1cncc(-c2c[nH]nn2)c1,0.6797
261,T8870,CC(=O)c1ccc(S(C)=O)cc1,0.6792
262,TN9653,CN(N=O)c1ccccc1,0.6792
263,T207054,CNc1ccccc1,0.6787
264,T0333,COc1ccc(C(=O)N2CCCC2=O)cc1,0.6782
265,T1165,CCc1cc(C(N)=S)ccn1,0.6782
266,TJS0341,Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,0.6782
267,T5629,CCc1ccc(O)c(C(C)(C)C)c1,0.6772
268,T0650,CC(=O)Oc1ccccc1,0.6772
269,TN9336,Cc1ccc(C=O)cc1O,0.6768
270,TMO2713,Oc1ncnc2ccccc12,0.6763
271,TN7113,C=C(C)C(N)=O,0.6763
272,T1252,NCc1ccc(C(=O)O)cc1,0.6758
